Product List as of 17/06/2026,,,,,,,,,,
Product Code,Supplier Name,Product Description,Created On,Default Sell Price,Bin Location,Allocated,On Hand,Available,Base Unit,On Purchase
9KHBR59219CM,Lotus,"9k YG Hollow Dome 10x12mm Bracelet, Parrot Clasp Finding. 19cm with 3cm adjustable links.",02/04/2025,"1,189.88",HBR592,0.0000,0.0000,0,Each,0
9KHBR59119CM,Lotus,"9k YG Hollow Chain & Ball Link 6x12mm and Diamond Cut Link 8x14mm Bracelet, Parrot Clasp Finding. 19cm with 2.5cm adjustable links.",02/04/2025,771.44,HBR591,0.0000,0.0000,0,Each,0
9KES460Y,Lotus,9k YG Rope Hoop Stud Earrings 19.5mm.  7.25mm Wide,02/04/2025,773.40,ES460,0.0000,0.0000,0,Each,0
9KES199Y,Lotus,9k YG Hollow Double Dome Teardrop Stud Earrings 22.5x10.9mm,02/04/2025,814.60,ES199,0.0000,0.0000,0,Each,0
9KES198Y,Lotus,9k YG Hollow Teardrop Dome Stud Earrings 18.7x10mm,02/04/2025,350.60,ES198,0.0000,7.0000,7,Each,0
9KES197Y,Lotus,9k YG Disco Heart Stud Earrings 8x8.85mm,02/04/2025,237.54,ES197,0.0000,6.0000,6,Each,0
9KES196Y,Lotus,9k YG Disco Round Disc Circle Stud Earrings 8mm,02/04/2025,265.56,ES196,0.0000,13.0000,13,Each,0
9KER594Y,Lotus,"9k YG U-Shape Huggies 15x10mm, 3.5mm Wide.",02/04/2025,495.78,ER594,0.0000,0.0000,0,Each,0
9KER5932T,Lotus,9k 2T U-Shape Huggies with WG Bar 15x6mm,02/04/2025,419.51,ER593,0.0000,0.0000,0,Each,0
9KDR657YSIZES,Lotus,9k YG Bitcoin Signet Ring 16.5mm. Size S,02/04/2025,675.35,DR657,0.0000,0.0000,0,Each,0
9KDR656YSIZES,Lotus,9k YG Anchor Signet Ring 15.75mm. Size S,02/04/2025,659.80,DR656,0.0000,0.0000,0,Each,0
9KDR655YSIZEM,Lotus,"9k YG Hollow Teardrop Dome Ring 20mm, Size M",02/04/2025,0.00,DR655,0.0000,0.0000,0,Each,0
9KDR654YSIZEM,Lotus,9k 2T Channel Diamond Cut Ring 3.1mm. Size M,02/04/2025,203.64,DR654,0.0000,0.0000,0,Each,0
9KCR6992T,Lotus,9k 2T Flared Crucifixion with Italian Diamond Cut Background 45x30mm,02/04/2025,937.06,CR699,0.0000,3.0000,3,Each,0
9KC352Y,Lotus,9k YG Oval Charm Holder 16x4.3mm Square Tube 2.15mm,02/04/2025,180.21,C352,0.0000,8.0000,8,Each,0
9KC310Y,Lotus,9k YG Hollow Padlock Heart Pendant 15x10mm,02/04/2025,156.22,C310,0.0000,10.0000,10,Each,0
9KBR1023T19CM,Lotus,"9k YG V-Link Bracelet with 3T Plating, 5mm wide. 19cm with 3cm adjustable links.",02/04/2025,543.28,BR102,0.0000,0.0000,0,Each,0
9KBA59060X52,Lotus,9k YG Chain & Ball Link Bangle Fleixble Tube 1.7mm. 60x52mm.,02/04/2025,405.98,BA590,0.0000,0.0000,0,Each,0
9KBA15658X48,Lotus,9k YG Hollow Oval Hinged Bangle Round Tube 3.5mm with Figure Eight Clasp 58x48mm,02/04/2025,741.11,BA156,0.0000,8.0000,8,Each,0
9KBA15558X48,Lotus,9k YG Asymmetrical Hollow Teardrop Cuff Bangle 2mm - 58x48mm  Big dome- 13mm Small dome- 10mm,02/04/2025,849.25,BA155,0.0000,0.0000,0,Each,0
9KBA15456X48,Lotus,9k YG Dome End Cuff Bangle 4.7mm- 56x48mm,02/04/2025,684.06,BA154,0.0000,0.0000,0,Each,0
9KBA15358X48,Lotus,9k YG Hamsa Eye 20x10mm Bangle 60X52mm with 3cm adjustable links.,02/04/2025,508.00,BA153,0.0000,0.0000,0,Each,0
9KCR897,Lotus,9k YG Large Square Tube Crucifixion 46x31mm,02/04/2025,471.80,CR897,0.0000,5.0000,5,Each,0
9KCR896,Lotus,9k YG Medium Square Tube Crucifixion 26x17mm,02/04/2025,204.78,CR896,0.0000,0.0000,0,Each,0
9KBA15858X48,Lotus,"9k YG Ball and Circle Hinged Bangle 2mm Tube, 58x48mm",02/04/2025,412.42,BA158,0.0000,0.0000,0,Each,0
9KBA16058X48,Lotus,9k YG Hinged Oval Bangle 4mm Wide with Engraved Screwheads and Figure Eight Clasp 58x48mm,02/04/2025,533.33,BA160,0.0000,8.0000,8,Each,0
9KER6072T,Lotus,"9k YG with WG Centre (Rhodium) Triple Oval Hoop Earrings 17 x 13mm, Square Tube 1.65mm Wide",02/04/2025,279.73,ER607,0.0000,17.0000,17,Each,0
18KCR897,Lotus,18k YG Large Square Tube Crucifixion 46x31mm,02/04/2025,"1,552.18",CR897,0.0000,1.0000,1,Each,0
18KCR896,Lotus,18k YG Medium Square Tube Crucifixion 26x17mm,02/04/2025,556.79,CR896,0.0000,1.0000,1,Each,0
B457,Lotus,Black Velvet Jewellery roll for Chains/Bracelets with 57 clips.,01/04/2025,73.86,N457,0.0000,7.0000,7,Each,0
B418,Lotus,Black Velvet Jewellery roll for Bangles with 18 places.,01/04/2025,73.86,B418,0.0000,2.0000,2,Each,0
6KTFL1A-AJ19,Lotus,6k YG Diamond Cut Trace Chain 1.1mm Wide with Letter A 9mm. 19cm with Adjustable Finding,01/04/2025,0.00,TFL1A,0.0000,1.0000,1,Each,0
6KTFL1A-AJ45,Lotus,6k YG Diamond Cut Trace Chain 1.1mm Wide with Letter A 9mm. 45cm with Adjustable Finding,01/04/2025,0.00,TFL1A,0.0000,1.0000,1,Each,0
18KBA15858X48,Lotus,"18k YG Ball and Circle Hinged Bangle 2mm Tube, 58x48mm",01/04/2025,"1,359.61",BA158,0.0000,1.0000,1,Each,0
18KBA15758X48,Lotus,18k YG Hinged Oval Bangle 4mm Wide with Screwheads and Figure Eight Clasp 58x48mm,01/04/2025,"2,437.71",BA157,0.0000,1.0000,1,Each,0
14KCR898,Lotus,14k YG Round Tube (Salami Cut) Crucifixion Pendant 32x22mm.,01/04/2025,480.90,CR898,0.0000,0.0000,0,Each,0
14KER6073T,Lotus,"14k 3T Triple Oval Hoop Earrings 17 x 13mm, Square Tube 1.65mm Wide",01/04/2025,281.42,ER607,0.0000,0.5000,0.5,Each,0
6KHPC15018CM,Lotus,"6k YG Hollow Square Paperclip Chain 15 x 7.3mm Wide, 18cm.",01/04/2025,0.00,HPC150,0.0000,1.0000,1,Each,0
6KC352Y,Lotus,6k YG Oval Charm Holder 16x4.3mm Square Tube 2.15mm,01/04/2025,0.00,C352,0.0000,1.0000,1,Each,0
6KC310Y,Lotus,6k 2T Hollow Engraveable Padlock Heart Pendant 15x10mm,01/04/2025,0.00,C310,0.0000,1.0000,1,Each,0
6KBA15658X48,Lotus,6k YG Hollow Oval Hinged Bangle Round Tube 3.5mm with Figure Eight Clasp 58x48mm,01/04/2025,0.00,BA156,0.0000,1.0000,1,Each,0
6KBA15558X48,Lotus,6k YG Assymetrical Hollow Teardrop Cuff Bangle 58x48mm,01/04/2025,0.00,BA155,0.0000,1.0000,1,Each,0
6KBA15456X48,Lotus,6k YG Dome Cuff Bangle 56x48mm,01/04/2025,0.00,BA154,0.0000,1.0000,1,Each,0
6KES460Y,Lotus,6k YG Rope Hoop Stud Earrings 19.5mm.  7.25mm Wide,01/04/2025,0.00,ES460,0.0000,0.5000,0.5,Each,0
6KES199Y,Lotus,6k YG Hollow Double Dome Teardrop Stud Earrings 22.5x10.9mm,01/04/2025,0.00,ES199,0.0000,0.5000,0.5,Each,0
6KES198Y,Lotus,6k YG Hollow Teardrop Dome Stud Earrings 18.7x10mm,01/04/2025,0.00,ES198,0.0000,1.0000,1,Each,0
6KES197Y,Lotus,6k YG Diamond Cut Heart Stud Earrings 8x8.65mm,01/04/2025,0.00,ES197,0.0000,1.0000,1,Each,0
6KES196Y,Lotus,6k YG Diamond Cut Round Disco Stud Earrings 8mm,01/04/2025,0.00,ES196,0.0000,1.0000,1,Each,0
6KDR657SIZES,Lotus,6k YG Bitcoin Signet Ring 16.5mm. Size S,01/04/2025,0.00,DR657,0.0000,1.0000,1,Each,0
6KDR656SIZES,Lotus,6k YG Anchor Signet Ring 15.75mm. Size S,01/04/2025,0.00,DR656,0.0000,1.0000,1,Each,0
6KDR655SIZEM,Lotus,6k YG Hollow Teardrop Dome Ring 20mm,01/04/2025,0.00,DR655,0.0000,1.0000,1,Each,0
6KER594Y,Lotus,"6k YG U-Shape Huggies 15x10mm, 3.5mm Wide.",01/04/2025,0.00,ER594,0.0000,1.0000,1,Each,0
6KER5932T,Lotus,6k 2T U-Shape Huggies with WG Bar 15x6mm,01/04/2025,0.00,ER593,0.0000,1.0000,1,Each,0
6KDR654YSIZEM,Lotus,6k 2T Channel Diamond Cut Ring 3.1mm. Size M,01/04/2025,0.00,DR654,0.0000,1.0000,1,Each,0
6KHBR59119CM,Lotus,"6k YG Hollow Chain & Ball Link 6x12mm and Diamond Cut Link 8x14mm Bracelet, Parrot Clasp Finding. 19cm with 2.5cm adjustable links.",01/04/2025,0.00,HBR591,0.0000,1.0000,1,Each,0
6KBR103Y19CM,Lotus,6k Hollow Round Serpentine 8mm Bracelet with Round Push Clasp 21cm,01/04/2025,0.00,BR103,0.0000,1.0000,1,Each,0
6KBR1023T19CM,Lotus,6k YG V-Link Bracelet with 3T Plating 6mm wide. 19cm with 3cm adjustable links.,01/04/2025,0.00,BR102,0.0000,1.0000,1,Each,0
6KHBR59219CM,Lotus,"6k YG Hollow Dome 10x12mm Bracelet, Parrot Clasp Finding. 19cm with 3cm adjustable links.",01/04/2025,0.00,HBR592,0.0000,1.0000,1,Each,0
6KBA59060X52,Lotus,6k YG Chain & Ball Link Bangle Fleixble Tube 1.7mm. 60x52mm.,01/04/2025,0.00,BA590,0.0000,1.0000,1,Each,0
6KBA15358X48,Lotus,6k YG Hamsa Eye 20x10mm Bangle 60X52mm with 3cm adjustable links.,01/04/2025,0.00,BA153,0.0000,1.0000,1,Each,0
6KCR6992T,Lotus,6k 2T Flared Crucifixion with Italian Diamond Cut Background 45mm x 30mm,01/04/2025,0.00,CR699,0.0000,1.0000,1,Each,0
18KDBA214W60,Hem,"18k WG Expandable Lab Diamond Tennis Bracelet, 54D = 8.33ct, VS F. 60mm",24/03/2025,"7,327.57",DBA214,0.0000,0.0000,0,Each,0
18KDR699SIZEN,Sainte Pure Co Ltd,18k YG Akoya Pearl Ring 7mm Size N,18/03/2025,947.32,DR699,0.0000,1.0000,1,Each,0
18KORP02145CM,Sainte Pure Co Ltd,18k YG Akoya Pearl Round Fancy Beaded Omega Chain 45cm (40+5cm adjustable links) 2.5mm wide with 5x 8mm Akoya Pearls,18/03/2025,"1,997.65",ORP021,0.0000,1.0000,1,Each,0
18KORP02045CM,Sainte Pure Co Ltd,18k YG Akoya Pearl Round Matt/Polished Omega Chain 45cm (40+5cm adjustable links) 1.8mm wide  with 5x 8mm Akoya Pearls,18/03/2025,"1,797.89",ORP020,0.0000,1.0000,1,Each,0
18KCPY090AJ50,Muule,18k YG Akoya Pearl Necklet set with 22x 4mm Round Pearls & 1x 13mm Drop Pearl.  50cm Adjustable Chain.,18/03/2025,"1,723.43",CPY090,0.0000,0.0000,0,Each,0
18KCPY092PERIDOT18CM,Muule,18k YG Akoya Pearl & Peridot Bracelet 18cm (15+3cm adjustable links). 6x 4mm Round Pearls & 1Peridot (6x4mm) = Approx 0.75ct Claw Set.,18/03/2025,681.01,CPY092PERIDOT,0.0000,2.0000,2,Each,0
18KCPY092BT18CM,Muule,18k YG Akoya Pearl & Blue Topaz Bracelet 18cm (15+3cm adjustable links). 6x 4mm Round Pearls & 1Bt (6x4mm) = Approx 1.25ct Claw Set.,18/03/2025,681.01,CPY092BT,0.0000,1.0000,1,Each,0
18KCPY092AM18CM,Muule,18k YG Akoya Pearl & Amethyst Bracelet 18cm (15+3cm adjustable links). 6x 4mm Round Pearls & 1Am (6x4mm) = Approx 0.75ct Claw Set.,18/03/2025,681.01,CPY092AM,0.0000,1.0000,1,Each,0
18KFSY05060CM,Lotus,18k YG Square Franco Chain 1.7mm wide 55cm. Approx. 5.45g,16/03/2025,224.33,FSY050,0.0000,10.9100,10.91,Weight,0
18KFSY05050CM,Lotus,18k YG Square Franco Chain 1.7mm wide 55cm. Approx. 4.62g,16/03/2025,224.33,FSY050,0.0000,36.9000,36.9,Weight,0
18KFSY05042CM,Lotus,18k YG Square Franco Chain 1.7mm wide 55cm. Approx. 3.93g,16/03/2025,224.33,FSY050,0.0000,23.5500,23.55,Weight,0
18KFSY05019CM,Lotus,18k YG Square Franco Chain 1.7mm wide 55cm. Approx. 1.92g,16/03/2025,224.33,FSY050,0.0000,17.3100,17.31,Weight,0
9KTFY055,Lotus,"9k YG Solid Oval Link Chain, Diamond Cut, 2.0mm wide, running length. Approx 10g per metre",11/03/2025,117.67,TFY055,0.0000,14.8400,14.84,Weight,0
9KPN179,Inah Co Ltd - 9k CZ Huggies,9k YG Cowboy Hat Charm14x12mm,11/03/2025,220.33,PN179,0.0000,7.0000,7,Each,0
9KER592,Inah Co Ltd - 9k CZ Huggies,"9k YG Drop Huggie Earrings 10mm Diameter, 2mm Wide, with Cowboy Boot Charms 9.5x6mm",11/03/2025,333.53,ER592,0.0000,6.0000,6,Each,0
9KCH37619.5CM,Divya,9k YG Solid Paperclip Diamond Bracelet 1.1x2.4mm Wide 19.5cm . Bezel Set with 1D= 0.05ct,25/02/2025,310.55,CH376,0.0000,1.0000,1,Each,0
9KPCY03055CM,Lotus,9k YG Solid Paperclip Chain 2.25 x 5.5mm Wide 55cm. Approx. 3.95g,21/02/2025,117.67,PCY030,0.0000,7.8800,7.88,Weight,0
18KKV25102350CM,Lotus,18k Yellow Gold Solid Oval Link Chain With 21 x 3mm Balls 1.3mm wide 50cm. O-rings at 45cm  47cm and 48.5cm. Approx. 3.85g,12/02/2025,224.33,KV251023,0.0000,0.0000,0,Weight,0
6KDR654YSIZEV,Lotus,6k 2T St. Christopher Signet Ring with Rhodium Plated Miracle Plate 15.5mm Size V,12/02/2025,352.59,DR654,0.0000,1.0000,1,Each,0
9KRB01318.5CM,Lotus,"9k YG Rosary Bracelet, 18.5cm with 12x  Faceted Balls, Miraculous Madonna and CZ Cross",12/02/2025,335.00,RB013,1.0000,16.0000,15,Each,0
9KCH475TP19.5CM,Divya,"9k WG Oval Link Blue Topaz Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1BTP=0.06ct, O-Rings at 16.5 & 18cm",09/02/2025,244.67,CH375TP,0.0000,3.0000,3,Each,0
9KCH475SA19.5CM,Divya,"9k WG Oval Link Sapphire Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1 Sapphire 2.3mm, O-Rings at 16.5 & 18cm",09/02/2025,263.50,CH375SA,0.0000,1.0000,1,Each,0
9KCH475RU19.5CM,Divya,"9k WG Oval Link Ruby Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1RU=0.07ct, O-Rings at 16.5 & 18cm",09/02/2025,261.56,CH375RU,0.0000,3.0000,3,Each,0
9KCH475PSA19.5CM,Divya,9k WG Pink Sapphire Bracelet (1.4mm),09/02/2025,264.26,CH375PSA,2.0000,1.0000,-1,Each,5
9KCH475PRL19.5CM,Divya,"9k WG Oval Link Pearl Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1x2.3mm Fresh Water Pearl, O-Rings 2.3mm at 16.5 & 18cm",09/02/2025,244.67,CH375PRL,0.0000,2.0000,2,Each,0
9KCH475PNKTOURM19.5CM,Divya,"9k WG Oval Link Pink Tourmaline Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1PTOUR=0.05ct, O-Rings at 16.5 & 18cm",09/02/2025,244.67,CH375PNKTOURM,0.0000,2.0000,2,Each,0
9KCH475PERIDOT19.5CM,Divya,"9k WG Oval Link Peridot Bracelet 1.4mm Wide 19.5cm . Bezel Set with PE=0.05ct,  O-Rings at 16.5 & 18cm",09/02/2025,244.67,CH375PERIDOT,0.0000,3.0000,3,Each,0
9KCH475GA19.5CM,Divya,"9k WG Oval Link Garnet Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1GA=0.06ct, O-Rings at 16.5 & 18cm",09/02/2025,244.67,CH375GA,0.0000,1.0000,1,Each,0
9KCH475Em19.5CM,Divya,"9k WG Oval Link Emerald Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1EM=0.05ct, O-Rings at 16.5 & 18cm",09/02/2025,261.56,CH375EM,0.0000,2.0000,2,Each,0
9KCH475CI19.5CM,Divya,"9k WG Oval Link Citrine Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1CI=0.04ct, O-Rings at 16.5 & 18cm",09/02/2025,244.67,CH375CI,0.0000,1.0000,1,Each,0
9KCH475AQ19.5CM,Divya,"9k WG Oval Link Aquamarine Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1AQ=0.04ct, O-Rings at 16.5 & 18cm",09/02/2025,261.56,CH375AQ,0.0000,2.0000,2,Each,0
9KCH475AM19.5CM,Divya,"9k WG Oval Link Amethyst Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1AM=0.05ct, O-Rings at 16.5 & 18cm",09/02/2025,244.67,CH375AM,0.0000,2.0000,2,Each,0
18KCH37545CM,Divya,"18k YG Solid Oval Link Diamond Chain 1.4mm Wide 45cm. Bezel Set with 1D= 0.05ct, O-Rings at 40cm & 42cm",06/02/2025,"1,105.36",CH375,0.0000,3.0000,3,Each,0
18KCH37519.5CM,Divya,"18k YG Solid Oval Link Diamond Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1D= 0.05ct, O-Rings at 16.5 & 18cm",06/02/2025,599.28,CH375,0.0000,1.0000,1,Each,0
9KCH371EM45CM,Divya,"9k YG Solid Oval Link Emerald Chain 1.4mm Wide 45cm . Bezel Set with 5 Emeralds, O-Rings at 40 & 42cm.",06/02/2025,0.00,CH371EM,0.0000,0.0000,0,Each,0
9KCH471EM45CM,Divya,"9k WG Solid Oval Link Emerald Chain 1.4mm Wide 45cm . Bezel Set with 5 Emeralds, O-Rings at 40 & 42cm.",06/02/2025,0.00,CH371EM,0.0000,0.0000,0,Each,0
9KCH375CI19.5CM,Divya,"9k YG Oval Link Citrine Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1CI=0.05ct, O-Rings at 16.5 & 18cm",06/02/2025,251.42,CH375CI,0.0000,5.0000,5,Each,0
9KCH375PNKTOURM19.5CM,Divya,"9k YG Oval Link Pink Tourmaline Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1PTOUR=0.06ct, O-Rings at 16.5 & 18cm",06/02/2025,251.42,CH375PNKTOURM,0.0000,3.0000,3,Each,0
9KCH375PERIDOT19.5CM,Divya,"9k YG Oval Link Peridot Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1PE=0.06ct,  O-Rings at 16.5 & 18cm",06/02/2025,251.42,CH375PERIDOT,0.0000,6.0000,6,Each,0
9KCH375PRL19.5CM,Divya,"9k YG Oval Link Pearl Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1x2.3mm Fresh Water Pearl, O-Rings at 16.5 & 18cm",06/02/2025,260.47,CH375PRL,0.0000,5.0000,5,Each,0
9KCH375AQ19.5CM,Divya,"9k YG Oval Link Aquamarine Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1AQ=0.04ct, O-Rings at 16.5 & 18cm",06/02/2025,268.29,CH375AQ,0.0000,4.0000,4,Each,0
9KCH375AM19.5CM,Divya,"9k YG Oval Link Amethyst Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1AM=0.06ct, O-Rings at 16.5 & 18cm",06/02/2025,237.45,CH375AM,0.0000,5.0000,5,Each,0
9KCH375GA19.5CM,Divya,"9k YG Oval Link Garnet Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1GA=0.07ct, O-Rings at 16.5 & 18cm",06/02/2025,251.41,CH375GA,0.0000,5.0000,5,Each,0
9KCH375RU19.5CM,Divya,"9k YG Oval Link Ruby Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1RU=0.08ct, O-Rings at 16.5 & 18cm",06/02/2025,268.29,CH375RU,0.0000,7.0000,7,Each,0
9KCH375Em19.5CM,Divya,"9k YG Oval Link Emerald Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1EM=0.05ct, O-Rings at 16.5 & 18cm",06/02/2025,250.00,CH375EM,1.0000,9.0000,8,Each,0
9KCH375PSA19.5CM,Divya,"9k YG Oval Link Pink Sapphire Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1PSA=0.08ct, O-Rings at 16.5 & 18cm",06/02/2025,250.00,CH375PSA,0.0000,2.0000,2,Each,0
9KCH375TP19.5CM,Divya,"9k YG Oval Link Blue Topaz Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1BTP=0.07ct, O-Rings at 16.5 & 18cm",06/02/2025,237.45,CH375TP,0.0000,4.0000,4,Each,0
9KCH375SA19.5CM,Divya,"9k YG Oval Link Sapphire Bracelet 1.4mm Wide 19.5cm . Bezel Set with 1BSA=0.07ct, O-Rings at 16.5 & 18cm",06/02/2025,252.44,CH375SA,0.0000,4.0000,4,Each,5
9KPN178,Inah Co Ltd - 9k CZ Huggies,9k YG Ring Keeper Pendant 35x21mm,06/02/2025,511.43,PN178,0.0000,10.0000,10,Each,0
DPF,,"Digital Photo Frame, WiFi Frameo HD IPS Touch Screen, 32GB Memory. 1280x800",05/02/2025,0.00,N/A,0.0000,0.0000,0,Each,0
9KSB033-1,Divya,9k YG Oval Link Bracelet 1.4mm Wide 19cm O-Ring at 17cm & 18cm . With Circle 7D=0.02ct Meas. 10mm,05/02/2025,232.48,SB033-1,0.0000,0.0000,0,Each,0
9KSB133-1,Divya,9k WG Oval Link Bracelet 1.4mm Wide 19cm O-Ring at 17cm & 18cm . With Circle 7D=0.02ct Meas. 10mm,05/02/2025,240.78,SB033-1,0.0000,0.0000,0,Each,0
Discount,,Discount,03/02/2025,0.00,,0.0000,0.0000,0,,0
9KDSY316,Divya,9k YG Diamond Drop Stud Earrings with 4D = 0.20ct Bezel Set and 2x 3.5mm FWP. Screw Back Butterfly Findings.,03/02/2025,418.59,DSY316,0.0000,7.0000,7,Each,0
9KBLY027-10PACK-3,Forval,"9k YG Italian Solid Oval Link Chains, 0.9mm wide (10 Pieces - 1x40cm, 4x42cm, 3x45cm, 2x50cm) Receive a further 5% discount when purchasing chain in a 10-Pack",03/02/2025,0.00,BLY027,0.0000,0.0000,0,Each,0
9KZR109-1SIZEZ+21/2,Divya,9k YG 12 x 10mm Cushion Black Onyx Gents Rings Size Z+2 1/2,29/01/2025,"1,319.24",ZR109-1,0.0000,0.0000,0,Each,0
18KCR682,Inah Co Ltd - 9k CZ Huggies,18k YG Double-Sided St Benedict Crucifixion 50mm x 32mm,15/01/2025,"3,197.15",CR682,0.0000,2.0000,2,Each,0
9KBC07,A & K Jeweller,9k YG Solid Oval Comfort Bangle 5mm wide 65x58mm Approx 20.86g.,22/12/2024,117.67,BC07,0.0000,0.0000,0,Weight,0
9KHRL10760CM,Divya,9k YG Hollow Knife Edge Belcher Chain 9.5mm wide 60cm .,20/12/2024,"2,687.21",HRL107,0.0000,1.0000,1,Each,0
9KGDY030-10PACK-3,Lotus,"9k YG Solid Curb Chain 1mm wide. 10 pack includes 3x42cm, 4x45cm, 3xAJ50. Receive a further 5% discount when purchasing chain in a 10-Pack",20/12/2024,0.00,GDY030,0.0000,0.0000,0,Each,0
9KWG10PACK,Lotus,"9k WG Italian Pendant Chain. 10 Pack includes 2x 9KGDW03042CM, 4x 9KGDW03045CM, 4x 9KBLW035AJ50. Receive a further 5% discount when purchasing chain in a 10-Pack",19/12/2024,0.00,N/A,0.0000,0.0000,0,Each,0
Repair,,Please refer to comments section for repair details.,18/12/2024,0.00,,0.0000,0.0000,0,,0
18KAR322WBDIASIZEM,Divya,18k YG Diamond Wedding Band 12D = 0.52ct,18/12/2024,"1,146.64",AR322WBDIA,0.0000,1.0000,1,Each,0
9KOM40645CM,Lotus,"9k YG Plain Omega Chain 4mm Wide 45cm Approx 13.15g. This is an evening piece not suitable for everyday wear. To prevent damage, chain should be stored flat in a protective box.",17/12/2024,122.11,OM406,0.0000,78.1700,78.17,Weight,0
9KOM40550CM,Lotus,"9k YG Double Sided Plain with WG Rhodium Plating on one side Omega Chain 4mm Wide 50cm Approx 14.40g. This is an evening piece not suitable for everyday wear. To prevent damage, chain should be stored flat in a protective box.",17/12/2024,122.11,OM406,0.0000,44.1500,44.15,Weight,0
9KOM40545CM,Lotus,"9k YG Double Sided Plain with WG Rhodium Plating on one side Omega Chain 4mm Wide 45cm Approx 13.25g. This is an evening piece not suitable for everyday wear. To prevent damage, chain should be stored flat in a protective box.",17/12/2024,122.11,OM406,0.0000,26.7500,26.75,Weight,0
9KOM40542CM,Lotus,"9k YG Double Sided Plain with WG Rhodium Plating on one side Omega Chain 4mm Wide 42cm Approx 11.7g. This is an evening piece not suitable for everyday wear. To prevent damage, chain should be stored flat in a protective box.",17/12/2024,122.11,OM406,0.0000,34.7400,34.74,Weight,0
9KBELY05918CM,Forval,9k YG Italian Solid 1 x 9 Oval & Round Belcher Bracelet 3.8mm wide 18cm . Approx 3.6g,15/12/2024,117.67,BELY059,0.0000,0.0000,0,Weight,0
9KBLW035-10PACK-2,Forval,"9k WG Italian Solid Oval Link Chains, 1.3mm wide (10 Pieces - 3x45cm, 7x50cm) Receive a further 5% discount when purchasing chain in a 10-Pack",11/12/2024,0.00,BLY035,0.0000,0.0000,0,Each,0
9KBLW035-10PACK,Forval,"9k WG Italian Solid Oval Link Chains, 1.3mm wide (10 Pieces - 5x45cm, 5x50cm) Receive a further 5% discount when purchasing chain in a 10-Pack",10/12/2024,0.00,BLY035,0.0000,0.0000,0,Each,0
9KGDY030-10PACK-2,Lotus,"9k YG Solid Curb Chain 1mm wide. 10 pack includes 5x45cm, 5x50cm. Receive a further 5% discount when purchasing chain in a 10-Pack",10/12/2024,0.00,GDY030,0.0000,0.0000,0,Each,0
MS611,Unknown,925 Ball Necklace 45cm. Approx. 74.1g,10/12/2024,"1,172.62",MS611,0.0000,0.0000,0,Each,0
9KGDW030-10PACK,Lotus,"9k WG Solid Curb Chain 1mm wide 45cm. 10 pack includes 3x42cm, 4x45cm, 3x50cm. Receive a further 5% discount when purchasing chain in a 10-Pack",09/12/2024,0.00,GDY030,0.0000,0.0000,0,Each,0
9KGDY030-10PACK,Lotus,"9k YG Solid Curb Chain 1mm wide. 10 pack includes 3x42cm, 4x45cm, 3x50cm. Receive a further 5% discount when purchasing chain in a 10-Pack",05/12/2024,0.00,GDY030,0.0000,1.0000,1,Each,0
9KSC697,,9k YG Diamond Circle Pendant 12D=0.06ct Grain Set Meas. 20mm with Oval Link Chain 0.9mm 42cm,03/12/2024,573.69,DP697,0.0000,0.0000,0,,0
9KSB037H,Divya,9k YG Oval Link Bracelet 1.3mm Wide 19cm O-Ring at 17cm & 18cm . With Heart & 5x3.5mm faceted Amethyst,03/12/2024,250.41,SB037,0.0000,2.0000,2,Each,0
9KCPY1CLEO,Prime & Pure,9k Yellow Gold Cleo Name Pendant 10mm Installed on Oval Link Chain,02/12/2024,834.84,CPY1,0.0000,0.0000,0,,0
9KCPY1DIOR,Prime & Pure,9k Yellow Gold Dior Name Pendant 10mm Installed on Oval Link Chain,02/12/2024,834.84,CPY1,0.0000,0.0000,0,,0
9KCPY1IVY,Prime & Pure,9k Yellow Gold Ivy Name Pendant 10mm Installed on Oval Link Chain 9KBLY04045CM.,02/12/2024,834.84,CPY1,0.0000,0.0000,0,,0
9KCH37150CM,Divya,9k YG Solid Oval Link Diamond Bracelet 1.4mm Wide 50cm. Bezel Set with 11D=0.55ct. O-Rings at 47 & 48.5cm,26/11/2024,"1,462.95",CH371,0.0000,2.0000,2,Each,0
