Product List as of 17/06/2026,,,,,,,,,,
Product Code,Supplier Name,Product Description,Created On,Default Sell Price,Bin Location,Allocated,On Hand,Available,Base Unit,On Purchase
9KDP105,Divya,9k 2T Diamond & Natural Clarity Enhanced Ruby Pendant 14D = 0.50ct & 1R (6x8mm)=Approx 1.45ct. Claw Set . Meas. 13mm x 11.5mm,01/03/2024,"1,297.05",DP104,0.0000,2.0000,2,Each,0
9KDP104,Divya,9k 2T Diamond & Natural Clarity Enhanced Sapphire Pendant 14D = 0.50ct & 1Sapp (6x8mm)=Approx 1.30ct. Claw Set . Meas. 13mm x 11.5mm,01/03/2024,"1,213.92",DP104,0.0000,2.0000,2,Each,0
9KDP103,Divya,9k YG Rectangular & Diamond Pendant - REFER TO IMAGE ATTACHED ..2.5cm x 1.5cm (1.6mm depth)..Set with 1 Brilliant Cut Diamond = 0.25ct..Bezel Set....Bail to fit a 6mm chain....Engrave pendant with  ITJ ( in Kunstler Script ( no. 2 as per attac...,01/03/2024,"1,846.92",0,0.0000,0.0000,0,Each,0
9KDP102,Divya,9k YG Diamond Circle Pendant 16D=1.0ct Bezel Set . Meas. 18mm,01/03/2024,615.90,DP102,0.0000,0.0000,0,Each,0
9KDP100,Divya,"9k YG Diamond Bezel 1D=0.005ct, 1.65mm",01/03/2024,42.25,DP100,0.0000,40.0000,40,Each,0
9KDP050,Divya,9k Yellow Gold Diamond Flower Pendant 7D=0.08ct & Bunny-Ear Bail.,01/03/2024,203.12,SC050,0.0000,0.0000,0,Each,0
9KDP009TANZ,Divya,9k 2T Diamond & Natural Tanzanite Pendant 20D=0.10ct & 1Tanz (6x4mm)=Approx 0.50ct Claw Set. Meas. 9mm x 7mm,01/03/2024,510.32,DP009,0.0000,2.0000,2,Each,0
9KDP009SA,Divya,9k 2T Diamond & Natural Sapphire Pendant 20D=0.10ct & 1Sapp (6x4mm)=Approx 0.60ct Claw Set . Meas. 9mm x 7mm,01/03/2024,424.67,DP009,0.0000,4.0000,4,Each,0
9KDP009RU,Divya,9k 2T Diamond & Natural Ruby Pendant 20D=0.10ct & 1R (6x4mm)=Approx 0.60ct Claw Set . Meas. 9mm x 7mm,01/03/2024,490.55,DP009,0.0000,3.0000,3,Each,0
9KDP009EM,Divya,9k 2T Diamond & Natural Emerald Pendant 20D=0.10ct & 1Em (6x4mm)=Approx 0.54ct Claw Set . Meas. 9mm x 7mm,01/03/2024,449.25,DP009,0.0000,1.0000,1,Each,0
9KDNAY35019CM,Latez Pzez,9k YG Italian Solid DNA Genetic Design Omega Chain 3.7mm wide 19cm,01/03/2024,"1,046.85",DNAY350,0.0000,1.0000,1,Each,0
9KDNAW35050CM,Latez Pzez,9k WG Italian Solid DNA Genetic Design Omega Chain 3.7mm wide 50cm,01/03/2024,"2,746.28",DNAY350,0.0000,3.0000,3,Each,0
9KDNAW35045CM,Latez Pzez,9k WG Italian Solid DNA Genetic Design Omega Chain 3.7mm wide 45cm,01/03/2024,"2,474.40",DNAY350,0.0000,3.0000,3,Each,0
9KDNAW35019CM,Latez Pzez,9k WG Italian Solid DNA Genetic Design Omega Bracelet 3.7mm wide 19cm,01/03/2024,"1,046.85",DNAY350,0.0000,1.0000,1,Each,0
9KDNAW22050CM,Latez Pzez,9k WG Italian Solid DNA Genetic Design Omega Chain 2.3mm wide 50cm,01/03/2024,"1,291.56",DNAW220,0.0000,1.0000,1,Each,0
9KDNAW22042CM,Latez Pzez,9k WG Italian Solid DNA Genetic Design Omega Chain 2.3mm wide 42cm,01/03/2024,"1,101.24",DNAW220,0.0000,2.0000,2,Each,0
9KDNAW22019CM,Latez Pzez,9k WG Italian Solid DNA Genetic Design Omega Bracelet 2.3mm wide 19cm,01/03/2024,465.66,DNAW220,0.0000,2.0000,2,Each,0
9KDNAW16050CM,Latez Pzez,9k WG Italian Solid DNA Genetic Design Omega Chain 1.7mm wide 50cm,01/03/2024,768.35,DNAW160,0.0000,1.0000,1,Each,0
9KDNAW16045CM,Latez Pzez,9k WG Italian Solid DNA Genetic Design Omega Chain 1.7mm wide 45cm,01/03/2024,734.15,DNAW160,0.0000,1.0000,1,Each,0
9KDNAW16042CM,Latez Pzez,9k WG Italian Solid DNA Genetic Design Omega Chain 1.7mm wide 42cm,01/03/2024,706.23,DNAW160,0.0000,4.0000,4,Each,0
9KDNAW16019CM,Latez Pzez,9k WG Italian Solid DNA Genetic Design Omega Bracelet 1.7mm wide 19cm,01/03/2024,315.65,DNAW160,0.0000,1.0000,1,Each,0
9KDNAR22042CM,Latez Pzez,9k RG Italian Solid DNA Genetic Design Omega Chain 2.3mm wide 42cm,01/03/2024,"1,095.20",DNAW220,0.0000,2.0000,2,Each,0
9KDNAR16019CM,Latez Pzez,9k RG Italian Solid DNA Genetic Design Omega Bracelet 1.7mm wide 19cm,01/03/2024,324.78,DNAW160,0.0000,1.0000,1,Each,0
9KDLY4V,Divya,9k YG Diamond Script Letter Pendant V with 11D=0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,1.0000,1,Each,0
9KDLY4T,Divya,9k YG Diamond Script Letter Pendant T with 8D=0.03ct. 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,2.0000,2,Each,0
9KDLY4S,Divya,9k YG Diamond Script Letter Pendant S with 11D=0.05ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,0.0000,0,Each,3
9KDLY4R,Divya,9k YG Diamond Script Letter Pendant R with 8D=0.04ct. 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,2.0000,2,Each,0
9KDLY4P,Divya,9k YG Diamond Script Letter Pendant P with 8D=0.03ct. 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,2.0000,2,Each,0
9KDLY4O,Divya,9k YG Diamond Script Letter Pendant O with 9D=0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,1.0000,1,Each,0
9KDLY4N,Divya,9k YG Diamond Script Letter Pendant N with 11D=0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,2.0000,2,Each,0
9KDLY4M,Divya,9k YG Diamond Script Letter Pendant M with 12D=0.045ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,0.0000,0,Each,2
9KDLY4L,Divya,9k YG Diamond Script Letter Pendant L with 11D=0.05ct 15mm,01/03/2024,222.82,DIASCRIPTLETTER,0.0000,2.0000,2,Each,0
9KDLY4K,Divya,9k YG Diamond Script Letter Pendant K with 11D=0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,1.0000,1,Each,0
9KDLY4J,Divya,9k YG Diamond Script Letter Pendant J with 10D=0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,2.0000,2,Each,0
9KDLY4I,Divya,9k YG Diamond Script Letter Pendant I with 10D=0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,0.0000,0,Each,0
9KDLY4H,Divya,9k YG Diamond Script Letter Pendant H with 11D=0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,0.0000,0,Each,0
9KDLY4G,Divya,9k YG Diamond Script Letter Pendant G with 8D = 0.03ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,2.0000,2,Each,0
9KDLY4F,Divya,9k YG Diamond Script Letter Pendant F with 10D = 0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,1.0000,1,Each,0
9KDLY4E,Divya,9k YG Diamond Script Letter Pendant E with 11D = 0.05ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,0.0000,0,Each,0
9KDLY4D,Divya,9k YG Diamond Script Letter Pendant D with 8D = 0.03ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,2.0000,2,Each,0
9KDLY4C,Divya,9k YG Diamond Script Letter Pendant C with 9D=0.04ct 15mm,01/03/2024,228.84,DIASCRIPTLETTER,0.0000,1.0000,1,Each,0
9KDLY4B,Divya,9k YG Diamond Script Letter Pendant B with 9D = 0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,1.0000,1,Each,0
9KDLY4A,Divya,9k YG Diamond Script Letter Pendant A with 11D = 0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,2.0000,2,Each,0
9KDLY2Z,Divya,9k YG Diamond Block Letter Pendant Z with 4D = 0.07ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,1.0000,1,Each,0
9KDLY2Y,Divya,9k YG Diamond Block Letter Pendant Y with 3D = 0.06ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,0.0000,0,Each,0
9KDLY2V,Divya,9k YG Diamond Block Letter Pendant V with 3D = 0.06ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,0.0000,0,Each,0
9KDLY2T,Divya,9k YG Diamond Block Letter Pendant T with 3D = 0.06ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,2.0000,2,Each,0
9KDLY2S,Divya,9k YG Diamond Block Letter Pendant S with 4D = 0.065ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,2.0000,2,Each,0
9KDLY2R,Divya,9k YG Diamond Block Letter Pendant R with 6D = 0.05ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,1.0000,1,Each,0
9KDLY2P,Divya,9k YG Diamond Block Letter Pendant P with 6D = 0.05ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,1.0000,1,Each,0
9KDLY2O,Divya,9k YG Diamond Block Letter Pendant O with 4D = 0.05ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,1.0000,1,Each,0
9KDLY2N,Divya,9k YG Diamond Block Letter Pendant N with 4D = 0.05ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,2.0000,2,Each,0
9KDLY2M,Divya,9k YG Diamond Block Letter Pendant M with 6D = 0.05ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,2.0000,2,Each,0
9KDLY2L,Divya,9k YG Diamond Block Letter Pendant L with 3D = 0.065ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,2.0000,2,Each,0
9KDLY2K,Divya,9k YG Diamond Block Letter Pendant K with 3D = 0.065ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,1.0000,1,Each,0
9KDLY2J,Divya,9k YG Diamond Block Letter Pendant J with 4D = 0.07ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,2.0000,2,Each,0
9KDLY2I,Divya,9k YG Diamond Block Letter Pendant I with 3D = 0.06ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,0.0000,0,Each,0
9KDLY2H,Divya,9k YG Diamond Block Letter Pendant H with 6D = 0.09ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,0.0000,0,Each,0
9KDLY2F,Divya,9k YG Diamond Block Letter Pendant F with 3D = 0.06ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,1.0000,1,Each,0
9KDLY2E,Divya,9k YG Diamond Block Letter Pendant E with 3D = 0.07ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,1.0000,1,Each,0
9KDLY2D,Divya,9k YG Diamond Block Letter Pendant D with 6D = 0.06ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,2.0000,2,Each,0
9KDLY2C,Divya,9k YG Diamond Block Letter Pendant C with 3D = 0.05ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,2.0000,2,Each,0
9KDLY2B,Divya,9k YG Diamond Block Letter Pendant B with 5D = 0.045ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,1.0000,1,Each,0
9KDLY2A,Divya,9k YG Diamond Block Letter Pendant A with 4D=0.07ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,1.0000,1,Each,0
9KDLW3Y,Divya,9k WG Diamond Script Letter Pendant Y with 11D=0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,0.0000,0,Each,0
9KDLW3W,Divya,9k WG Diamond Script Letter Pendant W with 11D = 0.045ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,1.0000,1,Each,0
9KDLW3V,Divya,9k WG Diamond Script Letter Pendant V with 11D=0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,2.0000,2,Each,0
9KDLW3T,Divya,9k WG Diamond Script Letter Pendant T with 8D=0.03ct. 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,1.0000,1,Each,0
9KDLW3S,Divya,9k WG Diamond Script Letter Pendant S with 11D=0.05ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,1.0000,1,Each,0
9KDLW3R,Divya,9k WG Diamond Script Letter Pendant R with 8D=0.04ct. 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,2.0000,2,Each,0
9KDLW3P,Divya,9k WG Diamond Script Letter Pendant P with 8D=0.03ct. 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,2.0000,2,Each,0
9KDLW3O,Divya,9k WG Diamond Script Letter Pendant O with 9D=0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,2.0000,2,Each,0
9KDLW3N,Divya,9k WG Diamond Script Letter Pendant N with 11D=0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,2.0000,2,Each,0
9KDLW3M,Divya,9k WG Diamond Script Letter Pendant M with 12D=0.045ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,1.0000,1,Each,0
9KDLW3L,Divya,9k WG Diamond Script Letter Pendant L with 11D=0.05ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,1.0000,2.0000,1,Each,0
9KDLW3K,Divya,9k WG Diamond Script Letter Pendant K with 11D=0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,1.0000,1,Each,0
9KDLW3J,Divya,9k WG Diamond Script Letter Pendant J with 10D=0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,2.0000,2,Each,0
9KDLW3I,Divya,9k WG Diamond Block Letter Pendant I with 10D=0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,0.0000,0,Each,0
9KDLW3H,Divya,9k WG Diamond Script Letter Pendant H with 11D=0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,0.0000,0,Each,0
9KDLW3G,Divya,9k WG Diamond Script Letter Pendant G with 8D = 0.03ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,2.0000,2,Each,0
9KDLW3F,Divya,9k WG Diamond Script Letter Pendant F with 10D = 0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,1.0000,1,Each,0
9KDLW3E,Divya,9k WG Diamond Script Letter Pendant E with 11D = 0.05ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,2.0000,2,Each,0
9KDLW3D,Divya,9k WG Diamond Script Letter Pendant D with 8D = 0.03ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,1.0000,1,Each,0
9KDLW3C,Divya,9k WG Diamond Script Letter Pendant C with 9D=0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,2.0000,2,Each,0
9KDLW3B,Divya,9k WG Diamond Script Letter Pendant B with 9D = 0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,1.0000,1,Each,0
9KDLW3A,Divya,9k WG Diamond Script Letter Pendant A with 11D = 0.04ct 15mm,01/03/2024,228.85,DIASCRIPTLETTER,0.0000,1.0000,1,Each,0
9KDLW1Z,Divya,9k WG Diamond Block Letter Pendant Z with 4D = 0.07ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,0.0000,0,Each,0
9KDLW1Y,Divya,9k WG Diamond Block Letter Pendant Y with 3D = 0.06ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,1.0000,1,Each,0
9KDLW1W,Divya,9k WG Diamond Block Letter Pendant W with 6D = 0.06ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,0.0000,0,Each,0
9KDLW1V,Divya,9k WG Diamond Block Letter Pendant V with 3D = 0.06ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,1.0000,1,Each,0
9KDLW1T,Divya,9k WG Diamond Block Letter Pendant T with 3D = 0.06ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,0.0000,0,Each,0
9KDLW1S,Divya,9k WG Diamond Block Letter Pendant S with 4D = 0.065ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,1.0000,1,Each,0
9KDLW1R,Divya,9k WG Diamond Block Letter Pendant R with 6D = 0.05ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,2.0000,2,Each,0
9KDLW1P,Divya,9k WG Diamond Block Letter Pendant P with 6D = 0.05ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,2.0000,2,Each,0
9KDLW1O,Divya,9k WG Diamond Block Letter Pendant O with 4D = 0.05ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,2.0000,2,Each,0
9KDLW1N,Divya,9k WG Diamond Block Letter Pendant N with 4D = 0.05ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,2.0000,2,Each,0
9KDLW1M,Divya,9k WG Diamond Block Letter Pendant M with 6D = 0.05ct 10mm,01/03/2024,222.82,DIABLOCKLETTER,0.0000,2.0000,2,Each,0
9KDLW1L,Divya,9k WG Diamond Block Letter Pendant L with 3D = 0.065ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,3.0000,3,Each,0
9KDLW1K,Divya,9k WG Diamond Block Letter Pendant K with 3D = 0.065ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,3.0000,3,Each,0
9KDLW1J,Divya,9k WG Diamond Block Letter Pendant J with 4D = 0.07ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,0.0000,0,Each,0
9KDLW1I,Divya,9k WG Diamond Block Letter Pendant I with 3D = 0.06ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,1.0000,1,Each,0
9KDLW1G,Divya,9k WG Diamond Block Letter Pendant G with 5D = 0.06ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,1.0000,1,Each,0
9KDLW1F,Divya,9k WG Diamond Block Letter Pendant F with 3D = 0.06ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,1.0000,1,Each,0
9KDLW1E,Divya,9k WG Diamond Block Letter Pendant E with 3D = 0.07ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,1.0000,1,Each,0
9KDLW1D,Divya,9k WG Diamond Block Letter Pendant D with 6D = 0.06ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,2.0000,2,Each,0
9KDLW1C,Divya,9k WG Diamond Block Letter Pendant C with 3D = 0.05ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,1.0000,1,Each,0
9KDLW1B,Divya,9k WG Diamond Block Letter Pendant B with 5D = 0.045ct 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,2.0000,2,Each,0
9KDLW1A,Divya,9k WG Diamond Block Letter Pendant A with 4D = 0.065ct. 10mm,01/03/2024,228.85,DIABLOCKLETTER,0.0000,2.0000,2,Each,0
9KDLR4K,Divya,9k RG Diamond Script Letter Pendant  K  15mm  set with 11D=0.04ct.,01/03/2024,254.25,0,0.0000,0.0000,0,Each,0
9KDH859,Divya,"9k RG Diamond Dome Huggie Earrings 12mm Diameter, set with 12D = 0.12ct",01/03/2024,399.03,DH359,0.0000,2.0000,2,Each,0
9KDH359,Divya,"9k YG Diamond Dome Huggie Earrings 12mm Diameter, set with 12D=0.12ct",01/03/2024,442.87,DH359,4.0000,1.0000,-3,Each,5
9KDH216,Divya,9k WG Diamond Round Huggie Earrings 60D=0.37ct 13mm Diameter. 2.6mm Wide,01/03/2024,843.27,DH116,0.0000,1.0000,1,Each,0
9KDH215,Divya,9k WG Diamond Round Huggie Earrings 48D=0.42ct 15mm Diameter. 4.9mm Wide,01/03/2024,"1,090.19",DH115,0.0000,2.0000,2,Each,0
9KDH214,Divya,9k WG Diamond Round Huggie Earrings 40D=0.70ct 25mm Diameter. 1.7mm Wide,01/03/2024,"1,447.80",DH114,0.0000,0.0000,0,Each,0
9KDH213,Divya,9k WG Diamond Round Huggie Earrings 46D=0.90ct 30mm Diameter. 1.8mm Wide,01/03/2024,"1,673.68",DH113,0.0000,1.0000,1,Each,0
9KDH212,Divya,9k WG Diamond Round Huggie Earrings 46D=0.87ct 30mm Diameter. 2.9mm Wide,01/03/2024,"1,602.50",DH112,0.0000,1.0000,1,Each,0
9KDH211,Divya,9k WG Diamond Round Huggie Earrings 116D=1.11ct 25mm Diameter. 3.7mm Wide,01/03/2024,"2,336.59",DH111,0.0000,1.0000,1,Each,0
9KDH210,Divya,9k WG Diamond Round Huggie Earrings 74D=0.59ct 15mm Diameter. 3.2mm Wide,01/03/2024,"1,191.09",DH110,0.0000,0.0000,0,Each,0
9KDH155,Divya,disc 9k YG Dias Claw Set Huggie Earrings with Cushion Cut Citrine 18D=0.18ct & 2Cit=4.50ct,01/03/2024,616.63,0,0.0000,0.0000,0,Each,0
9KDH154,Divya,disc 9k YG Dias Claw Set Huggie Earrings with Cushion Cut Citrine surrounded with Dias 94D=0.39ct & 2Cit=5.45ct,01/03/2024,990.90,0,0.0000,0.0000,0,Each,0
9KDH117,D.N. Jewels,9k YG Rectangle Diamond Huggies 11mm with 24D Approx 0.14ct,01/03/2024,411.96,DH117,0.0000,8.0000,8,Each,0
9KDH116,Divya,9k YG Diamond Round Huggie Earrings 60D=0.37ct 13mm Diameter. 2.6mm Wide,01/03/2024,812.93,DH116,0.0000,2.0000,2,Each,0
9KDH115,Divya,9k YG Diamond Round Huggie Earrings 48D=0.42ct 15mm Diameter. 4.9mm Wide,01/03/2024,"1,064.57",DH115,0.0000,2.0000,2,Each,0
9KDH114,Divya,9k YG Diamond Round Huggie Earrings 40D=0.70ct 25mm Diameter. 1.7mm Wide,01/03/2024,"1,411.77",DH114,0.0000,1.0000,1,Each,0
9KDH113,Divya,9k YG Diamond Round Huggie Earrings 46D=0.90ct 30mm Diameter. 1.8mm Wide,01/03/2024,"1,508.52",DH113,0.0000,0.0000,0,Each,0
9KDH112,Divya,9k YG Diamond Round Huggie Earrings 46D=0.87ct 30mm Diameter. 2.9mm Wide,01/03/2024,"1,568.56",DH112,0.0000,2.0000,2,Each,0
9KDH111,Divya,9k YG Diamond Round Huggie Earrings 116D=1.11ct 25mm Diameter. 3.7mm Wide,01/03/2024,"2,276.03",DH111,0.0000,0.0000,0,Each,0
9KDH110,Divya,9k YG Diamond Round Huggie Earrings 74D=0.59ct 15mm Diameter. 3.2mm Wide,01/03/2024,"1,187.88",DH110,0.0000,2.0000,2,Each,0
9KDC43065CM,Unknown,9k YG Miami Double Curb Link 13.5x5mm Chain 65cm with Box Clasp. Approx 206.3g,01/03/2024,117.67,DC430,0.0000,206.3000,206.3,Weight,0
9KDBW100,Divya,9k WG Solid Greek Eye Curb Bracelet 1.8mm wide 19.5cm . with 24D = 0.14ct,01/03/2024,505.88,DBW100,0.0000,0.0000,0,Each,0
9KDBT340Y19CM,Divya,9k YG Diamond Tennis Bracelet  2.6mm Wide 19cm set with 75D=3.37ct Clarity: SI  Colour G-H,01/03/2024,"5,322.85",DBT340Y,0.0000,2.0000,2,Each,0
9KDBT340W19CM,Divya,9k WG Diamond Tennis Bracelet  2.6mm Wide 19cm set with 75D=3.37ct Clarity: SI  Colour G-H,01/03/2024,"5,359.44",DBT340Y,0.0000,1.0000,1,Each,0
9KDBT340W18CM,Divya,9k WG Diamond Tennis Bracelet  2.6mm Wide 18cm set with 72D=3.24ct Clarity: SI Colour G-H,01/03/2024,"5,077.42",DBT340Y,0.0000,1.0000,1,Each,0
9KDBT30119CM,Divya,9k YG Diamond Tennis Bracelet  68D=3.05ct. 19cm.,01/03/2024,"7,316.65",DBT301,0.0000,0.0000,0,Each,0
9KDBT300Y19CM,Divya,9k YG Dia Tennis Bracelet 68D=3.05ct. 19cm.,01/03/2024,0.00,0,0.0000,0.0000,0,Each,0
9KDBT300W19CM,Divya,9k WG Dia Tennis Bracelet 68D=3.05ct. 19cm.,01/03/2024,0.00,0,0.0000,0.0000,0,Each,0
9KDBT25218CM,Divya,9k WG Tennis Bracelet box clip 2x figure eight locks...60 Brilliant Cut diamonds = 1.05ct with graduated diamonds sizes...Color:  G-H..Clarity: I1 - I2..Length:  18cm,01/03/2024,"3,863.01",DBT252,0.0000,0.0000,0,Each,0
9KDBT251,Divya,9k WG Diamond Tennis Bracelet 2.3mm wide 19cm Bezel Set with 82D=0.47ct  19cm,01/03/2024,"1,106.66",DBT151,0.0000,0.0000,0,Each,0
9KDBT25023CM,Divya,9k WG Diamond set Tennis Bracelet 4.7mm wide 23cm Illusion set with approximately  52D=0.52ct,01/03/2024,"2,780.34",DBT150,0.0000,0.0000,0,Each,0
9KDBT250,Divya,9k WG Diamond set Tennis Bracelet 4.7mm wide 19cm Illusion set with 43D=0.43ct,01/03/2024,"2,090.57",DBT150,0.0000,6.0000,6,Each,0
9KDBT225W19CM,Divya,9k WG Diamond Tennis Bracelet 2.3mm Wide 19cm set with 80D=2.16ct. 19cm,01/03/2024,"3,969.27",DBT225,0.0000,0.0000,0,Each,0
9KDBT220Y18CM,Divya,9k YG Solid Diamond Tennis Bracelet 2.5mm wide 18cm . 80D=2.50ct. Clarity: SI Colour G-H,01/03/2024,"4,588.07",DBT220,0.0000,0.0000,0,Each,0
9KDBT220W18CM,Divya,9k WG Solid Diamond Tennis Bracelet 2.5mm wide 18cm. 78D=2.60ct. Clarity: SI Colour G-H,01/03/2024,"4,588.07",DBT220,0.0000,4.0000,4,Each,0
9KDBT220W17CM,Divya,9k WG Solid Diamond Tennis Bracelet 2.5mm wide 17cm . 71D=2.25ct. Clarity: SI Colour G-H,01/03/2024,"4,335.11",DBT220,0.0000,0.0000,0,Each,0
9KDBT151,Divya,9k YG Diamond Tennis Bracelet 2.3mm wide 19cm Bezel Set with 82D=0.47ct  19cm,01/03/2024,"1,088.36",DBT151,0.0000,0.0000,0,Each,0
9KDBT15047DIA,Divya,9k YG Diamond set Tennis Bracelet 4.7mm wide Illusion set with 47D=0.47ct,01/03/2024,"2,270.54",DBT150,0.0000,0.0000,0,Each,0
9KDBT150,Divya,9k YG Diamond set Tennis Bracelet 4.7mm wide 19cm Illusion set with 43D=0.43ct,01/03/2024,"2,270.54",DBT150,0.0000,1.0000,1,Each,0
9KDBT104,Divya,9k YG Dia Hinged Bangle,01/03/2024,"2,851.38",0,0.0000,0.0000,0,Each,0
9KDBC100Y19CM,Divya,"9k YG Oval link Bracelet, 1.4mm wide, with Diamond Cross (11.8x8.8mm). 19cm with Jump ring at 17cm. 11D=0.15ct",01/03/2024,327.11,DBC100,0.0000,16.0000,16,Each,0
9KDBC100W19CM,Divya,"9k WG Oval link Bracelet, 1.4mm wide, with Diamond Cross (11.8x8.8mm). 19cm with Jump ring at 17cm. 11D=0.15ct",01/03/2024,337.60,DBC100,0.0000,6.0000,6,Each,0
9KDBC100R19CM,Divya,"9k RG Oval link Bracelet, 1.4mm wide, with Diamond Cross (11.8x8.8mm). 19cm with Jump ring at 17cm. 11D=0.15ct",01/03/2024,431.15,DBC100,0.0000,3.0000,3,Each,0
9KDBA213Y55,Hem,"9k YG Expandable Bracelet with Diamond Wave, 154D = 0.81ct, SI1 G. 55mm",01/03/2024,"2,979.06",DBA213,0.0000,1.0000,1,Each,0
