*Product Code,*Product Description,Notes,Barcode,Unit of Measure,Min Stock Alert Level,Max Stock Alert Level,Label Template,SO Label Template,PO Label Template,SO Label Quantity,PO Label Quantity,Supplier Code,Supplier Name,Supplier Product Code,Default Purchase Price,Minimum Order Quantity,Minimum Sale Quantity,Default Sell Price,Minimum Sell Price,Sell Price Tier 1,Sell Price Tier 2,Sell Price Tier 3,Sell Price Tier 4,Sell Price Tier 5,Sell Price Tier 6,Sell Price Tier 7,Sell Price Tier 8,Sell Price Tier 9,Sell Price Tier 10,Pack Size,Weight,Width,Height,Depth,Reminder,Last Cost,Nominal Cost,Comments,Copy Comments for Sales,Copy Comments for Purchases,Never Diminishing,Product Group,Product Sub Group,Product Brand,Sales Account,COGS Account,Purchase Account,Purchase Tax Type,Purchase Tax Rate,Sales Tax Type,Sale Tax Rate,IsAssembledProduct,IsComponent,IsObsoleted,Is Sellable,Is Purchasable,Default Purchasing Unit of Measure,Is Batch Tracked
10% 7 days,"Invoice is paid within 7 days, 10% discount applied to account.",,10% 7 days,,,,,,,Order Quantity,Order Quantity,,,,0.0000,,,0.0000,0.0000,,,,,,,,,,,,,,,,,0.0000,,,False,False,Yes,Misc,,,,,,,,,,No,No,No,Yes,No,,No
10KRD24SIZEO1/2,10k WG Band with Baguette Cut Diamonds 22D = 0.50ct  Size O1/2.,,10KRD24SIZEO1/2,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,ER12,0.0000,,,1544.9100,1297.7200,4325.7400,,1544.9100,1467.6600,1390.4200,,,,,1544.9100,,,,1.000,,,0.0000,,,False,False,No,Diamond Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
14KCR001,14k Onyx Cross Pnd,,14KCR001,Each,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,1950,,,,244.6400,205.5000,684.9900,,244.6400,232.4100,220.1800,,,,,244.6400,,,,555.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Coloured Stone Pendants,,,,,,,,,,No,No,Yes,No,No,Each,No
14KCR898,14k YG Round Tube (Salami Cut) Crucifixion Pendant 32x22mm.,14k Yellow Gold Round Tube (Salami Cut) Crucifixion Pendant 32x22mm - 9KCR885 |CR885,14KCR898,Each,,,,,,Order Quantity,Order Quantity,LOTUS,Lotus,LT 1706023-13,102.7380,,,480.9000,403.9600,1346.5200,,480.9000,456.8600,432.8100,,,,,480.9000,,1.750,,555.000,20.000,,194.8770,2.100,,False,False,No,Religious Pendants,,,,,,,,,,No,No,No,Yes,Yes,Each,No
14KDBA206,14k WG Claw Set Solid Bangle with two figure eight safety catch...Set with 33 Brilliant Cut Diamonds = Approx 0.63ct..Color: F-H..Clarity:  VS - SI..Total Approx Weight: 13.10g..Bangle size:  60.5mm as per CAD drawing,,14KDBA206,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,AsperCADdrawing,,,,3529.0700,2964.4200,9881.4000,,3529.0700,3352.6200,3176.1600,,,,,3529.0700,,,,1.000,,,0.0000,,,False,False,No,Diamond Bangles,,,,,,,,,,No,No,No,Yes,Yes,Each,No
14KDP099,14k RG Alloy Diamond Pear Shape Pendant Slider...Total Diamond weight of Pendant = approx 0.20ct...Color: H..Clarity:  P1..Size of Pendant:  13mm long x 10mm wide.,,14KDP099,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJP2329Rose_Gold,0.0000,,,1285.4900,1079.8100,3599.3800,,1285.4900,1221.2200,1156.9400,,,,,1285.4900,,,,1.000,,,0.0000,,,False,False,No,Diamond Pendants,,,,,,,,,,No,No,No,Yes,Yes,Each,No
14KEN103,14K YG Citrine Drop Earring,,14KEN103,Each,,,,,,Order Quantity,Order Quantity,HUNGNGAI,HUNGNGAI,106014050,,,,1152.9900,968.5200,3228.3800,,1152.9900,1095.3400,1037.7000,,,,,1152.9900,,,,555.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Each,No
14KER6073T,"14k 3T Triple Oval Hoop Earrings 17 x 13mm, Square Tube 1.65mm Wide","14k Three Tone Triple Oval Hoop Earrings 17 x 13mm, Square Tube 1.65mm Wide - ER607 | ER6073T",14KER6073T,Each,,,,,,Order Quantity,Order Quantity,LOTUS,Lotus,ATP 2406004-0004,133.3570,,,281.4200,236.3900,787.9800,,281.4200,267.3500,253.2800,,,,,281.4200,,2.250,,555.000,20.000,,252.9560,2.400,,False,False,No,Hoops (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
14KEY108,14k YG Tear Drop Greek Eye Charm,,14KEY108,Each,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,69.8100,58.6400,195.4800,,69.8100,66.3200,62.8300,,,,,69.8100,,,,555.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Each,No
14KRB01645CM,"14k YG 3.85mm Faceted Balls Paperclip Rosary Bracelet 1.65mm wide . 16mm engraved disk, 45CM. 5.5cm drop with Allah pendant 15x17mm","14k YG 3.85mm Faceted Balls Paperclip Rosary Bracelet 1.65mm wide . 16mm engraved disk, 45CM. 5.5cm drop with Allah pendant 15x17mm - RB016",14KRB01645CM,Each,,,,,,Order Quantity,Order Quantity,LOTUS,Lotus,KVB SL 2509002-0001_YG,709.6290,,,1556.6700,1307.6000,4358.6700,,1556.6700,1478.8300,1401.0000,,,,,477.7800,,7.650,,555.000,20.000,,1008.9290,2.700,0 Labour charged in first invoice - estimated high labour 2.7 per gram,False,True,No,Rosary Chains,,,,,,,,,,No,No,No,Yes,Yes,Each,No
14KRB01745CM,"14k YG 3.85mm Faceted Balls Paperclip Rosary Bracelet 1.65mm wide . 16mm engraved disk, 45CM. 5.5cm drop with enclosed Allah pendant 15x13mm","14k YG 3.85mm Faceted Balls Paperclip Rosary Bracelet 1.65mm wide . 16mm engraved disk, 45CM. 5.5cm drop with enclosed Allah pendant 15x13mm - RB017",14KRB01745CM,Each,,,,,,Order Quantity,Order Quantity,LOTUS,Lotus,KVB SL 2509001-0001_YG,691.0760,,,1516.6700,1274.0000,4246.6700,,1516.6700,1440.8300,1365.0000,,,,,477.7800,,7.450,,555.000,20.000,,982.5510,2.700,0 Labour charged in first invoice - estimated high labour 2.7 per gram,False,True,No,Rosary Chains,,,,,,,,,,No,No,No,Yes,Yes,Each,No
14KZR104SIZEP,14k YG Gold Ring. Set with Peridot=0.08ct  Diamond= 0.085ct and Citrine 0.08ct. Size P,,14KZR104SIZEP,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJR4474,0.0000,,,1020.7500,857.4300,2858.0900,,1020.7500,969.7100,918.6700,,,,,1020.7500,,,,1.000,,,0.0000,,,False,False,No,Coloured Stone Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
14KZR293SIZEN,"14k WG  Cushion Double Halo Diamond Ring. Centre Stone Cushion Cut = 1.20ct, K/VVS2 HRD Certified. Side White Diamonds 42pcs = 0.39ct VS-GH. Side Fancy Yellow Diamonds 26pcs = 0.16ct, VS-Natural Fancy Yellow. HRD Certified. Size N","<p>14k WG Champagne Cushion Double Halo Diamond Ring. Centre Stone Cushion Cut = 1.20ct, K/VVS2 HRD Certified. Side White Diamonds 42pcs = 0.39ct VS-GH. Side Fancy Yellow Diamonds 26pcs = 0.16ct, VS-Natural Fancy Yellow. HRD Certified. Size N</p>",14KZR293SIZEN,Each,,,,,,Order Quantity,Order Quantity,TJDSILVE,TJD Silver,18KZR293SIZEN,0.0000,,,5988.8900,3800.0000,16768.8900,,5988.8900,5689.4500,3850.0000,,,,,5988.8900,,,,1.000,,,2800.0000,,,False,False,No,Diamond Rings,,,,,,,,,,No,No,No,Yes,No,Each,No
18K101-10,18k YG Ball Stud Earrings with Butterfly 10mm.,<p>Yellow Gold Ball Stud Earrings with Butterfly. Available in various sizes alloys and colours. 101 | 121 - 101 | 101</p>,18K101-10,Each,,,,,,Order Quantity,Order Quantity,GOLDGE,Goldgeous S.L,18KRB-10,,,,423.8900,356.0600,1186.8800,,423.8900,402.6900,381.5000,,,,,423.8900,,,,555.000,,,113.3300,,,False,False,No,Studs (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
18K101-3,18k YG Ball Stud Earrings with Butterfly 3mm.,<p>Yellow Gold Ball Stud Earrings with Butterfly. Available in various sizes alloys and colours. 101 | 121 - 101 | 101</p>,18K101-3,Each,,,,,,Order Quantity,Order Quantity,GOLDGE,Goldgeous S.L,18KRB-3-PR,,,,113.5700,95.4000,317.9900,,113.5700,107.8900,102.2100,,,,,113.5700,,,,555.000,,,30.2800,,,False,False,No,Studs (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
18K101-4,18k YG Ball Stud Earrings with Butterfly 4mm.,<p>Yellow Gold Ball Stud Earrings with Butterfly. Available in various sizes alloys and colours. 101 | 121 - 101 | 101</p>,18K101-4,Each,,,,,,Order Quantity,Order Quantity,GOLDGE,Goldgeous S.L,18KRB-4-PR,,,,168.4900,141.5300,471.7800,,168.4900,160.0700,151.6400,,,,,168.4900,,,,555.000,,,33.1600,,,False,False,No,Studs (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
18K101-5,18k YG Ball Stud Earrings with Butterfly 5mm.,<p>Yellow Gold Ball Stud Earrings with Butterfly. Available in various sizes alloys and colours. 101 | 121 - 101 | 101</p>,18K101-5,Each,,,,,,Order Quantity,Order Quantity,GOLDGE,Goldgeous S.L,18KRB-5-PR,,,,140.3200,117.8700,392.9000,,140.3200,133.3100,126.2900,,,,,140.3200,,,,555.000,,,37.4400,,,False,False,No,Studs (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
18K101-6,18k YG Ball Stud Earrings with Butterfly 6mm.,<p>Yellow Gold Ball Stud Earrings with Butterfly. Available in various sizes alloys and colours. 101 | 121 - 101 | 101</p>,18K101-6,Each,,,,,,Order Quantity,Order Quantity,GOLDGE,Goldgeous S.L,18KRB-6-PR,,,,161.8600,135.9600,453.2000,,161.8600,153.7600,145.6700,,,,,161.8600,,,,555.000,,,43.2300,,,False,False,No,Studs (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
18K101-7,18k YG Ball Stud Earrings with Butterfly 7mm.,<p>Yellow Gold Ball Stud Earrings with Butterfly. Available in various sizes alloys and colours. 101 | 121 - 101 | 101</p>,18K101-7,Each,,,,,,Order Quantity,Order Quantity,GOLDGE,Goldgeous S.L,18KRB-7-PR,,,,183.8800,154.4600,514.8500,,183.8800,174.6800,165.4900,,,,,183.8800,,,,555.000,,,49.1000,,,False,False,No,Studs (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
18K103-3,18k YG Brilliant Cut Rubbin 3mm CZ's Stud Earrings.,,18K103-3,Each,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,124.3200,104.4300,348.1000,,124.3200,118.1000,111.8900,,,,,124.3200,,,,555.000,,"DISCONTINUED ""DO NOT ORDER""",25.8500,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Each,No
18K103-5,18k YG CZ Round Stud Earrings Bezel Set 5mm Wide,,18K103-5,Each,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,134.7600,113.2000,377.3200,,134.7600,128.0200,121.2800,,,,,134.7600,,,,555.000,,"DISCONTINUED ""DO NOT ORDER""",26.2200,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Each,No
18K103-6,18k YG CZ Round Stud Earrings Bezel Set 6mm Wide,,18K103-6,Each,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,,,,161.1900,135.4000,451.3200,,161.1900,153.1300,145.0700,,,,,161.1900,,,,555.000,,,8.2400,,,False,False,No,Cubic Zirconia Studs,,,,,,,,,,No,No,No,Yes,No,Each,No
18K12-117W,18k WG Solid Cross Pendant with 6 CZ's 17x12mm,<p>18k White Gold Solid Cross Pendant with 6 CZs 17x12mm - 18K12-117 | 18K12-117W</p>,18K12-117W,Each,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,,,,414.3900,348.0900,1160.3000,,414.3900,393.6700,372.9500,,,,,414.3900,,,,555.000,,,0.0000,,,False,False,No,Religious Pendants,,,,,,,,,,No,No,No,Yes,No,Each,No
18K12-117Y,18k YG Solid Cross Pnd with 6 CZ's 17x12mm,<p>18k Yellow Gold Solid Cross Pendant with 6 CZs 17x12mm - 18K12-117 | 18K12-117Y</p>,18K12-117Y,Each,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,405.7300,340.8100,1136.0500,,405.7300,385.4400,365.1600,,,,,405.7300,,,,555.000,,,0.0000,,,False,False,No,Religious Pendants,,,,,,,,,,No,No,No,Yes,No,Each,No
18K12-137W,18k WG Solid Cross Pnd with 6 CZ's 18x15mm.,<p>18k WG Solid Cross Pnd with 6 CZ's 18x15mm. - 12-137W | 12-137W</p>,18K12-137W,Each,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,,,,558.9000,469.4800,1564.9300,,558.9000,530.9600,503.0100,,,,,558.9000,,,,555.000,,,0.0000,,,False,False,No,Religious Pendants,,,,,,,,,,No,No,No,Yes,No,Each,No
18K121-4,18k WG Ball Stud Earrings 4mm Wide,<p>White Gold Ball Stud Earrings with Butterfly. Available in various sizes alloys and colours. 101 | 121 - 121 | 121</p>,18K121-4,Each,,,,,,Order Quantity,Order Quantity,BABYJWLY,Baby Jewellery S.L.,BJ0802004B,0.0000,,,194.2800,163.2000,543.9900,,194.2800,184.5700,174.8500,,,,,194.2800,,,,555.000,,"DISCONTINUED ""DO NOT ORDER""",12.8000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Each,No
18K121-5,18k WG 5mm Ball Stud Earrings.,,18K121-5,Each,,,,,,Order Quantity,Order Quantity,BABYJWLY,Baby Jewellery S.L.,BJ0802005B,0.0000,,,210.8300,177.1000,590.3200,,210.8300,200.2900,189.7500,,,,,210.8300,,,,555.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Each,No
18K12-264CLR,18k YG Cluster Euro Clip Earrings with clear stone in middle.,,18K12-264CLR,Each,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,458.3100,384.9800,1283.2800,,458.3100,435.4000,412.4800,,,,,458.3100,,,,555.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Each,No
18K12-264WBLU,18k WG CZ Euro Clip Earrings with Blue & CZ Cluster 10x6mm,<p>18k White Gold CZ Euro Clip Earrings with Blue &amp; CZ Cluster 10x6mm - 18K12-264 | 18K12-264</p>,18K12-264WBLU,Each,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,,,,485.7700,408.0500,1360.1600,,485.7700,461.4800,437.1900,,,,,485.7700,,,,555.000,,,23.4000,,,False,False,No,Cubic Zirconia Hoops,,,,,,,,,,No,No,No,Yes,No,Each,No
18K12-314BLU,18k YG 6-Claw Blue CZ Euro Clip Earrings with 4mm Clear CZ in centre,,18K12-314BLU,Each,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,475.3100,399.2600,1330.8800,,475.3100,451.5500,427.7800,,,,,475.3100,,,,555.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Each,No
18K12-314PNK,18k YG CZ Euro Clip Earrings with Pink & CZ Cluster 10x6mm,<p>18k White Gold CZ Euro Clip Earrings with Pink &amp; CZ Cluster 10x6mm - 18K12-314 | 18K12-314PNK</p>,18K12-314PNK,Each,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,,,,475.2700,399.2300,1330.7600,,475.2700,451.5100,427.7400,,,,,475.2700,,,,555.000,,,0.0000,,,False,False,No,Cubic Zirconia Hoops,,,,,,,,,,No,No,No,Yes,No,Each,No
18K12-314WBLUE,18k WG CZ Euro Clip Earrings with Blue & CZ Cluster 10x6mm,<p>18k White Gold CZ Euro Clip Earrings with Blue &amp; CZ Cluster 10x6mm - 18K12-314 | 18K12-314WBLUE</p>,18K12-314WBLUE,Each,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,475.2700,399.2300,1330.7600,,475.2700,451.5100,427.7400,,,,,475.2700,,,,555.000,,,0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,No,Yes,No,Each,No
18K20-133,18k YG Heart Charm 5.5mm Approx 1.45g.,,18K20-133,Weight,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,,,,0.0000,,1.450,,1.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Weight,No
18K20-208,18k YG Solid Star of David Pnd 15mm,<p>18k Yellow Gold Solid Star of David Pnd 15mm - 18K20-208 | 18K20-208</p>,18K20-208,Each,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,,,,192.0500,161.3200,537.7300,,192.0500,182.4400,172.8400,,,,,192.0500,,,,555.000,,"DISCONTINUED ""DO NOT ORDER""",8.3400,,,False,False,No,Pendants (No Stones),,,,,,,,,,No,No,Yes,No,No,Each,No
18K30252W,18k WG Solid Cross Pendant with 5 Princess Cut Diamonds = 0.25ct. 30x20mm.,<p>18k White Gold Solid Cross Pendant with 5 Princess Cut Diamonds 30x20mm - 18K30252W | 18K30252W</p>,18K30252W,Each,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,,,,1087.0300,913.1100,3043.6900,,1087.0300,1032.6800,978.3300,,,,,1087.0300,,,,555.000,,,0.0000,,,False,False,No,Religious Pendants,,,,,,,,,,No,No,No,Yes,No,Each,No
18K481-4PNK,18k WG Brilliant Cut Rubbin 5mm c/z Studs Pink Stone.,,18K481-4PNK,Each,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,133.5800,112.2100,374.0300,,133.5800,126.9000,120.2200,,,,,133.5800,,,,555.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Each,No
18K481-5BLU,18k WG Brilliant Cut Rubbin 5mm c/z Studs Blue Stone.,,18K481-5BLU,Each,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,152.3900,128.0000,426.6800,,152.3900,144.7700,137.1500,,,,,152.3900,,,,555.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Each,No
18K60-11,18k YG Jesus Head Pnd Approx 0.69g.,,18K60-11,Weight,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,,,,0.0000,,0.690,,1.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Pendants (No Stones),,,,,,,,,,No,No,Yes,No,No,Weight,No
18K60-20G,18k YG Fancy Madonna Medallion Pnd 33mm Approx 4.75g.,,18K60-20G,Weight,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,,,,0.0000,,4.750,,1.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Weight,No
18K60-253,18k YG St Christopher Medallion Pnd 13mm Approx 2.04g.,,18K60-253,Weight,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,,,,0.0000,,2.040,,1.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Religious Pendants,,,,,,,,,,No,No,Yes,No,No,Weight,No
18K75-111-2,18k YG Solid Engraved Heart Locket 16mm Approx 3.4g,,18K75-111-2,Weight,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,259.7200,218.1600,727.2100,,259.7200,246.7300,233.7500,,,,,259.7200,,3.400,,555.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Weight,No
18K75-111-3,18k YG Engraved Heart Locket 16mm Approx 3.4g.,,18K75-111-3,Weight,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,,,,0.0000,,3.400,,1.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Weight,No
18K75-111-4,18k YG Engraved Heart Locket 16mm Approx 3.4g.,,18K75-111-4,Weight,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,,,,0.0000,,3.400,,1.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Weight,No
18K75-112-2,18k YG Engraved Heart Locket 20mm Approx 5.15g.,,18K75-112-2,Weight,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,,,,0.0000,,5.150,,1.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Weight,No
18K75-112-4,18k YG Engraved Heart Locket 20mm Approx 5.15g.,,18K75-112-4,Weight,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,,,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,,,,0.0000,,5.150,,1.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Weight,No
18K75-132-0,18k YG Polished Oval Locket 25x15mm Approx 4.78g.,,18K75-132-0,Weight,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,,,,0.0000,,4.780,,1.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Weight,No
18K75-141-1,18k YG Solid Engraved Round Locket 15mm Approx 3.4g,,18K75-141-1,Weight,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,259.7200,218.1600,727.2100,,259.7200,246.7300,233.7500,,,,,259.7200,,3.400,,555.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Weight,No
18K75-141-2,18k YG Solid Engraved Round Locket 15mm Approx 3.4g,,18K75-141-2,Weight,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,230.0000,193.2000,644.0000,,230.0000,218.5000,207.0000,,,,,230.0000,,3.400,,555.000,,,7.8800,,,False,False,No,Lockets,,,,,,,,,,No,No,No,Yes,No,Weight,No
18K75-141-3,18k YG Solid Engraved Round Locket 15mm Approx 3.4g,,18K75-141-3,Weight,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,230.0000,193.2000,644.0000,,230.0000,218.5000,207.0000,,,,,230.0000,,3.400,,555.000,,,0.0000,,,False,False,No,Lockets,,,,,,,,,,No,No,No,Yes,No,Weight,No
18KAR05050CM,18k YG Flat Arrow Chain 3.35mm Wide Approx 9.60g,18k Yellow Gold Flat Arrow Chain 3.35mm Wide Approx 9.60g - AR050,18KAR05050CM,Weight,,,,,,Order Quantity,Order Quantity,LOTUS,Lotus,S.ARROW DC 0.50 YG,102.1930,,,224.3300,188.4400,628.1300,,224.3300,213.1200,201.9000,,,,,2153.6000,,9.600,,1814.000,20.000,,157.1740,2.100,,False,False,No,Fancy Chains P/G,,,,,,,,,,No,No,No,Yes,Yes,Weight,No
18KAR06018CM,18k YG Flat Arrow Bracelet  3.85mm Wide Approx 5.35g,18k Yellow Gold Flat Arrow Bracelet  3.85mm Wide Approx 5.35g - AR060,18KAR06018CM,Weight,,,,,,Order Quantity,Order Quantity,LOTUS,Lotus,S.ARROW DC 0.60 YG,102.1930,,,224.3300,188.4400,628.1300,,224.3300,213.1200,201.9000,,,,,1195.7000,,5.330,,1814.000,20.000,,157.1740,2.100,,False,False,No,Fancy Chains P/G,,,,,,,,,,No,No,No,Yes,Yes,Weight,No
18KAR07018CM,18k YG Flat Arrow Bracelet  4.60mm Wide Approx 7.15g,18k Yellow Gold Flat Arrow Bracelet  4.60mm Wide Approx 7.15g - AR070,18KAR07018CM,Weight,,,,,,Order Quantity,Order Quantity,LOTUS,Lotus,S.ARROW DC 0.70 YG,102.1930,,,224.3300,188.4400,628.1300,,224.3300,213.1200,201.9000,,,,,1603.9800,,7.150,,1814.000,20.000,,157.1740,2.100,,False,False,No,Fancy Chains P/G,,,,,,,,,,No,No,No,Yes,Yes,Weight,No
18KAR11850CM,18k 2T Italian Birdseye Chain 5.9mm wide 50cm Approx 27.83g.,,18KAR11850CM,Weight,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,,,,0.0000,,27.830,,1.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Birdseye / Tiger Eye Chains,,,,,,,,,,No,No,Yes,No,No,Weight,No
18KAR122,18k YG Birdseye & Curb Bracelet Approx 12.55g.,,18KAR122,Weight,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,,,,0.0000,,12.550,,1.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Birdseye / Tiger Eye Chains,,,,,,,,,,No,No,Yes,No,No,Weight,No
18KAR128,18k YG Italian Bracelet Approx 11.84g.,,18KAR128,Weight,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,0.0000,,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,,,,0.0000,,11.840,,1.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Weight,No
18KAR132,18k YG Italian Solid 1 x 1 Birdseye/Tiger Eye and Curb Bracelet 5.8mm wide 22cm Approx 20.1g,<p>18k Yellow Gold Italian Solid 1x1 Birdseye / Tiger Eye and Curb Bracelet 5.8mm wide. - AR132 | AR132</p>,18KAR132,Weight,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,,,,221.0000,185.6400,618.8000,,221.0000,209.9500,198.9000,,,,,4442.1000,,20.100,,1811.000,,,0.0000,,,False,False,No,Birdseye / Tiger Eye Chains,,,,,,,,,,No,No,No,Yes,No,Weight,No
18KAR206DIASETSIZEL,18k WG Engagment Ring Centre Stone Unset to suit Round Stone 6.51 - 6.54 * 3.85mm with 8D = approx. 0.27ct and Bead Work on Band. Matching Wedding Band with 9D = 0.31ct Size L,,18KAR206DIASETSIZEL,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,E200865WB300769WG,,,,4728.3500,3971.8100,13239.3800,,4728.3500,4491.9300,4255.5100,,,,,4728.3500,,,,555.000,,,1619.5300,,,False,False,No,Semi-Mount Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
