*Product Code,*Product Description,Notes,Barcode,Unit of Measure,Min Stock Alert Level,Max Stock Alert Level,Label Template,SO Label Template,PO Label Template,SO Label Quantity,PO Label Quantity,Supplier Code,Supplier Name,Supplier Product Code,Default Purchase Price,Minimum Order Quantity,Minimum Sale Quantity,Default Sell Price,Minimum Sell Price,Sell Price Tier 1,Sell Price Tier 2,Sell Price Tier 3,Sell Price Tier 4,Sell Price Tier 5,Sell Price Tier 6,Sell Price Tier 7,Sell Price Tier 8,Sell Price Tier 9,Sell Price Tier 10,Pack Size,Weight,Width,Height,Depth,Reminder,Last Cost,Nominal Cost,Comments,Copy Comments for Sales,Copy Comments for Purchases,Never Diminishing,Product Group,Product Sub Group,Product Brand,Sales Account,COGS Account,Purchase Account,Purchase Tax Type,Purchase Tax Rate,Sales Tax Type,Sale Tax Rate,IsAssembledProduct,IsComponent,IsObsoleted,Is Sellable,Is Purchasable,Default Purchasing Unit of Measure,Is Batch Tracked
18KDP759,18k WG Dia Pnd,,18KDP759,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJYN1672,,,,979.5600,822.8300,2742.7600,,979.5600,930.5800,881.6000,,,,,979.5600,,,,1.000,,,0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDP761,18k WG Circle Dia Pnd 31D=0.17ct 50D=0.17ct.,,18KDP761,Each,,,,,,Order Quantity,Order Quantity,AVANTGOL,Avant Gold Ltd,A9044W,,,,586.6800,492.8100,1642.7000,,586.6800,557.3400,528.0100,,,,,586.6800,,,,1.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Each,No
18KDP762,18k WG Dia Heart Pnd Brilliant Cut 54D=0.30ct.,,18KDP762,Each,,,,,,Order Quantity,Order Quantity,AVANTGOL,Avant Gold Ltd,ME2726+PG1559,,,,543.6400,456.6600,1522.1900,,543.6400,516.4600,489.2700,,,,,543.6400,,,,1.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Each,No
18KDP763,18k WG Diamond Cross Pendant 16D=0.25ct G SI1 Claw Set . Meas. 17x12mm,<p>White Gold Diamond Cross Pendant 16D=0.25ct SI3 G Claw Set . Meas. 17x12mm. Available in various alloys and colours. - DP663 | DP763</p>,18KDP763,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJP2134_WG,176.4900,,,483.6600,406.2800,1354.2500,,483.6600,459.4800,435.3000,,,,,483.6600,,0.700,,1.000,10.000,,286.8000,8.000,,False,False,No,Religious Pendants,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDP763PR,18k WG Diamond Cross Pendant 16D=0.25ct SI3 G Claw Set . Meas. 17x12mm,<p>White Gold Diamond Cross Pendant 16D=0.25ct SI3 G Claw Set . Meas. 17x12mm. Available in various alloys and colours. - DP663 | DP763</p>,18KDP763PR,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,PD400111,0.0000,,,475.0200,399.0200,1330.0600,,475.0200,451.2700,427.5200,,,,,475.0200,,,,1.000,,"DISCONTINUED ""DO NOT ORDER""",239.0300,,,False,False,No,Religious Pendants,,,,,,,,,,No,No,No,No,No,Each,No
18KDP764,18k WG Dia Drop Pnd 58D=0.33ct.,,18KDP764,Each,,,,,,Order Quantity,Order Quantity,AVANTGOL,Avant Gold Ltd,ME2696+PG1727,,,,723.6200,607.8400,2026.1300,,723.6200,687.4400,651.2600,,,,,723.6200,,,,1.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Each,No
18KDP765,18k WG Dia Fancy Drop Pnd 39D=0.32ct.,,18KDP765,Each,,,,,,Order Quantity,Order Quantity,AVANTGOL,Avant Gold Ltd,ME2733,,,,723.6200,607.8400,2026.1300,,723.6200,687.4400,651.2600,,,,,723.6200,,,,1.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Each,No
18KDP766,18k WG Black Diamond Cross Pendant  - set with 11 Brilliant Cut  BLACK diamonds = 0.62ct,<p>9k White Gold Diamond Cross Pendant 11D=0.55ct Claw Set . Meas. 17mm x 12mm. Available in various alloys and colours - DP692 | DP792</p>,18KDP766,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJP1411White_Gold,,,,831.5100,698.4600,2328.2200,,831.5100,789.9300,748.3500,,,,,831.5100,,,,1.000,,,225.0000,,,False,False,No,Religious Pendants,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDP792,18k WG Diamond Cross Pendant 11D=0.55ct Claw Set . Meas. 17mm x 12mm,,18KDP792,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJP1411White_Gold,,,,1358.6700,1141.2800,3804.2700,,1358.6700,1290.7400,1222.8000,,,,,1358.6700,,,,1.000,,,434.6100,,,False,False,No,Religious Pendants,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDP792PR,18k WG Diamond Cross Pendant 11D=0.55ct Claw Set . Meas. 17mm x 12mm,<p>18k White Gold Diamond Cross Pendant 11D=0.55ct Claw Set . Meas. 17x12mm. Also available in CZs different colours and alloys. - DP692 | DP692</p>,18KDP792PR,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJP1411WG,,,,1068.8200,897.8100,2992.6800,,1068.8200,1015.3800,961.9300,,,,,1068.8200,,,,1.000,,,417.3600,,,False,False,No,Religious Pendants,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDP904,disc 18k WG Dia Pnd to match above earring.1 x 4.5mm Brilliant cut Dia=0.35ct.SI3 G colorSet in 4 claws in filigaree setting.With rings on either side so we can connect a chain. As per image,,18KDP904,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,2157White_Gold,,,,3026.9200,2542.6100,8475.3700,,3026.9200,2875.5700,2724.2300,,,,,3026.9200,,,,1.000,,,0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDPE106,18k WG Emerald  & Diamond Pendant...Emerald provided by Client & Searay Set stone..Emerald Size 7.7mm x6.2mm x 4.6mm..19 Brilliant Cut Diamond surrounding Emerald & Set on Bail = 0.81ct..Color: G..Clarity:  SI,,18KDPE106,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJP2235White_Gold,,,,2634.9900,2213.3900,7377.9600,,2634.9900,2503.2400,2371.4900,,,,,2634.9900,,,,1.000,,,0.0000,,,False,False,No,Coloured Stone Pendants,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDPW010AQ10X8,"18k WG Diamond and Pear Shaped Aquamarine Drop Pendant  AQ=1.8ct, 1D=0.085ct","<p>18k White Gold Diamond and Pear Shaped Aquamarine Drop Pendant AQ=1.8ct, 1D=0.085ct. Available in various sizes and colours - DPW010AQ</p>",18KDPW010AQ10X8,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,PD400523WG,0.0000,,,1250.0000,1050.0000,3500.0100,,1250.0000,1187.5000,1125.0000,,,,,1250.0000,,,,1.000,,,360.2700,,,False,False,No,Coloured Stone Pendants,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDPW010AQ8X6,"18k WG Diamond and Pear Shaped Aquamarine Drop Pendant  AQ=0.95ct, 1D=0.085ct","<p>18k White Gold Diamond and Pear Shaped Aquamarine Drop Pendant AQ=0.95ct, 1D=0.085ct. Available in various sizes and colours - DPW010AQ</p>",18KDPW010AQ8X6,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,PD400521WG,0.0000,,,666.6600,559.9900,1866.6400,,666.6600,633.3200,599.9900,,,,,666.6600,,,,1.000,,,210.1600,,,False,False,No,Coloured Stone Pendants,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDPW010AQ9X7,"18k WG Diamond and Pear Shaped Aquamarine Drop Pendant  AQ=1.6ct, 1D=0.085ct","<p>18k White Gold Diamond and Pear Shaped Aquamarine Drop Pendant AQ=1.6ct, 1D=0.085ct.Available in various sizes and colours - DPW010AQ</p>",18KDPW010AQ9X7,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,PD400522WG,0.0000,,,1014.4700,852.1500,2840.5100,,1014.4700,963.7400,913.0200,,,,,1014.4700,,,,1.000,,,288.8000,,,False,False,No,Coloured Stone Pendants,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDPW010EM10X8,"18k WG Diamond and Pear Shaped Emerald Drop Pendant  EM=2.35ct, 1D=0.08ct","<p>18k WG Diamond and Pear Shaped Emerald Drop Pendant EM=2.35ct, 1D=0.08ct. Available in various sizes and colours. - DPW010EM</p>",18KDPW010EM10X8,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,PD400523WG,,,,2962.0900,2488.1600,8293.8600,,2962.0900,2813.9900,2665.8800,,,,,2962.0900,,,,1.000,,,1161.2200,,,False,False,No,Coloured Stone Pendants,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDPW010EM8X6,"18k WG Diamond and Pear Shaped Emerald Drop Pendant  EM=1.00ct, 1D=0.08ct","<p>18k WG Diamond and Pear Shaped Emerald Drop Pendant Pendant EM=1.00ct, 1D=0.08ct. Available in various sizes and colours. - DPW010EM</p>",18KDPW010EM8X6,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,PD400521WGEM,,,,1117.5500,938.7400,3129.1300,,1117.5500,1061.6700,1005.7900,,,,,1117.5500,,,,1.000,,,440.6100,,,False,False,No,Coloured Stone Pendants,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDPW010EM9X7,"18k WG Diamond and Pear Shaped Emerald Drop Pendant  EM=1.3ct, 1D=0.08ct","<p>18k WG Diamond and Pear Shaped Emerald Drop Pendant EM=1.3ct, 1D=0.08ct. Available in various sizes and colours -18KDPW010EM</p>",18KDPW010EM9X7,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,PD400522WGEM,,,,1490.2000,1251.7700,4172.5700,,1490.2000,1415.6900,1341.1800,,,,,1490.2000,,,,1.000,,,587.5100,,,False,False,No,Coloured Stone Pendants,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDPW010MG10X8,"18k WG Diamond and Pear Shaped Morganite Drop Pendant  MG=2.1ct, 1D=0.085ct","<p>18k WG Diamond and Pear Shaped Morganite Drop Pendant MG=2.1ct, 1D=0.085ct. Available in various sizes and colours - DPW010MG</p>",18KDPW010MG10X8,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,PD400523WGMG,,,,1250.0000,1050.0000,3500.0100,,1250.0000,1187.5000,1125.0000,,,,,1250.0000,,,,1.000,,,494.2700,,,False,False,No,Coloured Stone Pendants,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDPW010MG8X6,"18k WG Diamond and Pear Shaped Morganite Drop Pendant  MG=0.85ct, 1D=0.085ct","<p>18k White Gold Diamond and Pear Shaped Morganite Drop Pendant MG=0.85ct, 1D=0.085ct. Available in various sizes and colours - DPW010MG</p>",18KDPW010MG8X6,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,PD400521WGMG,,,,666.6600,559.9900,1866.6400,,666.6600,633.3200,599.9900,,,,,666.6600,,,,1.000,,,263.0100,,,False,False,No,Coloured Stone Pendants,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDPW010MG9X7,"18k WG Diamond and Pear Shaped Morganite Drop Pendant  MG=1.5ct, 1D=0.085ct","<p>18k White Gold Diamond and Pear Shaped Morganite Drop Pendant MG=1.5ct, 1D=0.085ct. Available in various sizes and colours - DPW010MG</p>",18KDPW010MG9X7,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,PD400522WGMG,0.0000,,,1014.4700,852.1500,2840.5100,,1014.4700,963.7400,913.0200,,,,,1014.4700,,,,1.000,,,325.5900,,,False,False,No,Coloured Stone Pendants,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDPW010SA10X8,"18k WG Diamond and Pear Shaped Sapphire Drop Pendant  SA=2.2ct, 1D=0.08ct","<p>18k WG Diamond and Pear Shaped Sapphire Drop Pendant SA=2.2ct, 1D=0.08ct. Available in various colours and sizes. - 18KDPW010SA</p>",18KDPW010SA10X8,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,PD400523WGSA,,,,1158.1100,972.8100,3242.7000,,1158.1100,1100.2000,1042.3000,,,,,1158.1100,,,,1.000,,,456.6300,,,False,False,No,Coloured Stone Pendants,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDPW010SA8X6,"18k WG Diamond and Pear Shaped Sapphire Drop Pendant  SA=1.5ct, 1D=0.08ct","<p>18k WG Diamond and Pear Shaped Sapphire Drop SA=1.5ct, 1D=0.08ct. Available in various colours and sizes - 18KDPW010SA</p>",18KDPW010SA8X6,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,PD400521WGSA,,,,807.4300,678.2400,2260.8000,,807.4300,767.0600,726.6900,,,,,807.4300,,,,1.000,,,318.3200,,,False,False,No,Coloured Stone Pendants,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDPW010SA9X7,"18k WG Diamond and Pear Shaped Sapphire Drop Pendant  SA=1.7ct, 1D=0.08ct","<p>18k WG Diamond and Pear Shaped Sapphire Drop SA=1.7ct, 1D=0.08ct. Available in various colours and sizes. - 18KDPW010SA</p>",18KDPW010SA9X7,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,PD400522WG,,,,1068.5000,897.5400,2991.8000,,1068.5000,1015.0800,961.6500,,,,,1068.5000,,,,1.000,,,428.6300,,,False,False,No,Coloured Stone Pendants,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR104/NOSAPP,Disc 18k 2T Dia Cluster Ring with oval unset centre setting...18k YG Shank and WG setting. 12D = 0.55ct...Size N,,18KDR104/NOSAPP,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,1101Three_Tonewo_Tone,,,,1882.3600,1581.1800,5270.6000,,1882.3600,1788.2400,1694.1200,,,,,1882.3600,,,,1.000,,,0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR104SIZER1/12,disc 11013 2T Sapphire 18k 2T Dia & Sapphire Cluster Ring 18k YG Shank 12D = 0.55ct & Oval Natural Clarity Enhanced Sapphire 6x8mm = 1.50ct in a 18k WG Claw Setting Size R 1/2.,,18KDR104SIZER1/12,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,1101Three_Tonewo_ToneSapphire,,,,1817.7100,1526.8700,5089.5800,,1817.7100,1726.8200,1635.9400,,,,,1817.7100,,,,1.000,,,0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR104SIZEV,18k 2T  Diamond & Sapphire Cluster Ring  ..18k YG Shank  12D = 0.55ct & Oval Natural Clarity Enhanced Sapphire 6x8mm = 1.50ct in a 18k WG Claw Setting  V,,18KDR104SIZEV,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,1101Three_Tonewo_ToneSapphire,,,,2355.0500,1978.2400,6594.1300,,2355.0500,2237.2900,2119.5400,,,,,2355.0500,,,,1.000,,,635.0000,,,False,False,No,Coloured Stone Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR106SIZEM,18k 2T Natural Emerald & Diamond Dress Ring with 3 Emerald=1.00ct & 4D=0.26ct. Size M,<p>18k Two Tone Natural Emerald &amp; Diamond Dress Ring with 3 Emerald=1.00ct &amp; 4D=0.26ct - DR122 | DR106</p>,18KDR106SIZEM,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJR1341Two_ToneEmerald,0.0000,,,1884.0200,1582.5700,5275.2400,,1884.0200,1789.8100,1695.6100,,,,,1884.0200,,,,1.000,,,543.8400,,,False,False,No,Coloured Stone Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR106SIZEP,18k 2T Natural Emerald & Diamond Dress Ring with 3 Emerald=1.00ct & 4D=0.26ct. Size P.,<p>18k Two Tone Natural Emerald &amp; Diamond Dress Ring with 3 Emerald=1.00ct &amp; 4D=0.26ct - DR122 | DR106</p>,18KDR106SIZEP,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJR1341Two_Tone,,,,1884.0200,1582.5700,5275.2400,,1884.0200,1789.8100,1695.6100,,,,,1884.0200,,,,1.000,,,548.3000,,,False,False,No,Coloured Stone Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR109HSASIZEO,18k 2T Diamond & Sapphire  Ring. 36D=0.18ct & 1Sapp=0.70ct. Size O,,18KDR109HSASIZEO,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJR2240Two_ToneDiaWithSapphires-,,,,1203.6500,1011.0600,3370.2100,,1203.6500,1143.4600,1083.2800,,,,,1203.6500,,,,1.000,,,0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR110SIZEL,18k YG Shank & WG Setting Dia Ring. 14D=0.31ct & 1Sa=0.88ct. Size L.,,18KDR110SIZEL,Each,,,,,,Order Quantity,Order Quantity,SURAJINT,SURAJINT,SRR27658/4818,,,,1857.2300,1560.0700,5200.2400,,1857.2300,1764.3700,1671.5100,,,,,1857.2300,,,,1.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Each,No
18KDR115SIZEM,18k YG Ring with WG setting  set with 1 Ruby=0.90ct & 2D=0.31ct  Size M.,<p>18k Yellow Gold Ring with White Gold setting set with 1 Ruby=0.90ct &amp; 2D=0.31ct Size M. - DR115 | DR115</p>,18KDR115SIZEM,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,104/141Two_Tone,,,,2089.5100,1755.1900,5850.6300,,2089.5100,1985.0300,1880.5600,,,,,2089.5100,,,,1.000,,,648.7800,,,False,False,No,Coloured Stone Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR115SIZEP,18k YG Ring with WG setting  set with 1 Ruby=0.90ct & 2D=0.31ct  Size P.,,18KDR115SIZEP,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,104/141Two_Tone,,,,2111.8400,1773.9500,5913.1600,,2111.8400,2006.2500,1900.6600,,,,,2111.8400,,,,1.000,,,623.3800,,,False,False,No,Coloured Stone Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR116SIZEM,18k YG Shank  with WG setting  set with 1 Sapphire=1.00ct & 2D=0.32ct  Size M.,,18KDR116SIZEM,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,104/141Two_ToneSapphire,,,,2076.7800,1744.5000,5815.0000,,2076.7800,1972.9500,1869.1100,,,,,2076.7800,,,,1.000,,,521.0900,,,False,False,No,Misc,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR117SIZEM,18k YG Ring with WG setting  set with 2 Ruby=0.60ct & 1D=0.235ct  Size M,<p>18k Yellow Gold Ring with White Gold setting set with 2 Ruby=0.60ct &amp; 1D=0.235ct Size M - DR117 | DR117</p>,18KDR117SIZEM,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,104/178Yellow_GoldRuby,,,,1840.4100,1545.9400,5153.1400,,1840.4100,1748.3900,1656.3700,,,,,1840.4100,,,,1.000,,,530.6400,,,False,False,No,Coloured Stone Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR117SIZEP,18k YG Ring with WG setting  set with approx 2 Ruby=0.60ct & Approx 1D=0.22ct Size P.,,18KDR117SIZEP,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,104/178Two_ToneRuby,,,,1807.7100,1518.4800,5061.5900,,1807.7100,1717.3300,1626.9400,,,,,1807.7100,,,,1.000,,,535.2900,,,False,False,No,Coloured Stone Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR118SIZEM,18k YG Shank  with WG setting  set with 2 Sapphire=0.50ct & 1D=0.19ct  Size M.,,18KDR118SIZEM,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,104/178Two_ToneSapphire,,,,1543.0700,1296.1800,4320.5900,,1543.0700,1465.9200,1388.7600,,,,,1543.0700,,,,1.000,,,0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR122SIZEM,18k 2T YG  Diamond Dress Ring. 1D=0.50ct 4D=0.26ct 2D=0.40ct Size M. (GIA certificate supplied 2317617869 G SI2),<p>18k Two Tone Yellow Gold Diamond Dress Ring. 1D=0.50ct 4D=0.26ct 2D=0.40ct (GIA certificate G SI2) - DR122 | DR122</p>,18KDR122SIZEM,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJR1341Yellow_GoldNewMould,,,,7305.8800,6136.9400,20456.4600,,7305.8800,6940.5900,6575.2900,,,,,7305.8800,,,,1.000,,,2303.9000,,,False,False,No,Diamond Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR122SIZER,18k 2T YG  Diamond Dress Ring. 1D=0.50ct 4D=0.26ct 2D=0.40ct Size R.  (GIA cert supplied 2308005350 G SI 2)..,<p>18k Two Tone Yellow Gold Diamond Dress Ring. 1D=0.50ct 4D=0.26ct 2D=0.40ct (GIA certificate G SI2) - DR122 | DR122</p>,18KDR122SIZER,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJR1341Yellow_GoldNewMould,,,,7305.8800,6136.9400,20456.4600,,7305.8800,6940.5900,6575.2900,,,,,7305.8800,,,,1.000,,,2320.4400,,,False,False,No,Diamond Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR123SIZEM,18k YG Dress Ring  with YG Shank & Rhodium plating over diamonds  set with 79D = 0.80ct  Size M,<p>18k Yellow Gold Dress Ring with Yellow Gold Shank &amp; Rhodium plating over diamonds set with 79D=0.80ct. Available in various alloys sizes and colours. - DR123 | DR123</p>,18KDR123SIZEM,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJR1344Yellow_Gold,,,,2980.0400,2503.2300,8344.1000,,2980.0400,2831.0300,2682.0300,,,,,2980.0400,,,,1.000,,,940.6300,,,False,False,No,Diamond Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR123SIZEN,18k YG Dress Ring  with YG Shank & Rhodium plating over diamonds  set with 79D = 0.80ct  Size N.,,18KDR123SIZEN,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJR1344Yellow_Gold,,,,2980.0400,2503.2300,8344.1000,,2980.0400,2831.0300,2682.0300,,,,,2980.0400,,,,1.000,,,900.7900,,,False,False,No,Diamond Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR123SIZEP,18k YG Dress Ring  with YG Shank & Rhodium plating over diamonds  set with 79D = 0.80ct  Size P.,,18KDR123SIZEP,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJR1344,,,,2980.0400,2503.2300,8344.1000,,2980.0400,2831.0300,2682.0300,,,,,2980.0400,,,,1.000,,,0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR123SIZER,18k YG Dress Ring  with YG Shank & Rhodium plating over diamonds  set with 79D = 0.80ct  Size R.,,18KDR123SIZER,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJR1344Yellow_Gold,,,,3025.3400,2541.2900,8470.9600,,3025.3400,2874.0800,2722.8100,,,,,3025.3400,,,,1.000,,,876.5200,,,False,False,No,Diamond Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR123SIZES,18k YG Dress Ring  with YG Shank & Rhodium plating over diamonds  set with 79D = 0.80ct  Size S.Clarity: SI Colour: F-G,,18KDR123SIZES,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJR1344Yellow_Gold,,,,3025.3400,2541.2900,8470.9600,,3025.3400,2874.0800,2722.8100,,,,,3025.3400,,,,1.000,,,0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR123SIZES1/2,18k YG Dress Ring with YG Shank & Rhodium plating over Dias set with 79D = 0.80ct Size S1/2.,,18KDR123SIZES1/2,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJR1344Yellow_Gold,,,,3025.3400,2541.2900,8470.9600,,3025.3400,2874.0800,2722.8100,,,,,3025.3400,,,,1.000,,,0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR123SIZEW,18k YG Dress Ring with YG Shank & Rhodium plating over Dias set with 79D = 0.80ct Size W.,,18KDR123SIZEW,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJR1344Y/G,,,,3070.6100,2579.3100,8597.7100,,3070.6100,2917.0800,2763.5500,,,,,3070.6100,,,,1.000,,,0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR124SIZEN,18k YG Dress Ring  with YG Shank & Rhodium plating over diamonds  set with 49D = 0.50ct  Size N.,,18KDR124SIZEN,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJR1345Yellow_Gold,,,,1775.0100,1491.0100,4970.0400,,1775.0100,1686.2600,1597.5100,,,,,1775.0100,,,,1.000,,,469.2000,,,False,False,No,Diamond Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR124SIZER,18k YG Dress Ring  with YG Shank & Rhodium plating over diamonds  set with 49D = 0.50ct  Size R.,<p>18k Yellow Gold Dress Ring with Yellow Gold Shank &amp; Rhodium plating over Diamonds. 49D = 0.50ct. Available in various sizes and colours. - DR124 | DR124</p>,18KDR124SIZER,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJR1345Yellow_Gold,,,,1821.7600,1530.2800,5100.9300,,1821.7600,1730.6700,1639.5800,,,,,1821.7600,,,,1.000,,,509.4500,,,False,False,No,Diamond Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR125SIZEJ1/2,18k YG Dress Ring  with YG Shank & Rhodium plating over diamonds  set with 37D = 0.40ct  Size J1/2,,18KDR125SIZEJ1/2,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJR1346Yellow_Gold,,,,1446.8500,1215.3500,4051.1700,,1446.8500,1374.5100,1302.1600,,,,,1446.8500,,,,1.000,,,463.1800,,,False,False,No,Misc,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR125SIZEN,18k YG Dress Ring  with YG Shank & Rhodium plating over diamonds  set with 37D = 0.40ct  Size N.,<p>Yellow Gold Dress Ring with Yellow Gold Shank &amp; Rhodium plating over diamonds set with 37D = 0.40ct. Available in various sizes alloys and colours. - DR125 | DR125</p>,18KDR125SIZEN,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJR1346Yellow_Gold,,,,1444.2600,1213.1800,4043.9400,,1444.2600,1372.0500,1299.8400,,,,,1444.2600,,,,1.000,,,428.0600,,,False,False,No,Diamond Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
18KDR125SIZES,18k YG Dress Ring  with YG Shank & Rhodium plating over diamonds  set with 37D = 0.40ct  Size S.,,18KDR125SIZES,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJR1346,,,,1558.9600,1309.5200,4365.0800,,1558.9600,1481.0100,1403.0600,,,,,1558.9600,,,,1.000,,,391.1600,,,False,False,No,Misc,,,,,,,,,,No,No,No,Yes,Yes,Each,No
